date,rating,comment,category
5-Jan-24,Rated 4 stars out of five stars,"I have the Google One plus subscription and I can't even use the full features as the app crashes when I try to. Like the magic eraser functionality, which crashes the app when selected.",
5-Jan-24,Rated 3 stars out of five stars,"Disappointed, I was hoping the major issue with these ""phones"" we can't live without... would be addressed by now. SAFETY is an illusion. It will never be ""safe"", it is a fact that for every fix, you create 10 more dangers... Here in the U.S. the accessibility features are the back door that will allow the ""demons"" in... Wake up! We are paying for the weapons our enemy's will use to end a war most didn't see was being waged. How's that massager feel? Lol",
5-Jan-24,Rated 4 stars out of five stars,Photos is not user friendlly. searching and sorting photos is difffficult. Add following features. 1. Support to pin our photos for easy access like in facebook pinned posts. 2. Rename photos for quick search 3. Sort photos as per size to help user to delete big files,
5-Jan-24,Rated 5 stars out of five stars,"The search option always, always leads to the app crashing and closing. I don't know if this is a bug people have reported already, but as one of the stand out features of Google Photos, they should really work upon it. Very very disappointed.",
5-Jan-24,Rated 5 stars out of five stars,"If an image is already back uped please remove the back up option on the menu also why do google have a different names for disposing of items on different apps they create - you got Delete, Remove, Move to Trash and so on not to mention your icons only trash and long press to access options vs clicking the three buttons or swiping up to access the same options. Keep them consistent and avoid redundancy don't keep your users fumbling around for your silly buttons.",
5-Jan-24,Rated 1 stars out of five stars,What happened to group faces feature?? Doesn't work like before. Not recognising face anymore. It also has forgotten so many previous photos of people. Fix this guys. Never expected something like this from Google. Disappointed. Face group is turned on. It was never turned off.,
5-Jan-24,Rated 3 stars out of five stars,"05.14.21- pictures taken on Sat. show across days Tue-Sat. Pictures from Sun. show under Sat. 06.28.21- this is still happening. 11.05.21- Android 12 update and this is happening again! 01.09.22- all my photos appear under correct dates. 06.29.22- error again! 06.09.23- when adding page to a photo book using search function, photos are duplicated across multiple days. 03.06.24- screenshots are backed up with incorrect timestamp.",
5-Jan-24,Rated 3 stars out of five stars,"Still #CRASHes first time editing ai-collage‼️ No collapse\onclick-jumpto date 😢 No batch-select for re-download to device? 🤔 No similar-img button\gallery(vs online doc\reviews..) 🤔 No support for uploadto-site in (samsung) browser 😢 #suggest: list albums in details, add tags+2level folders. Add actions on Blur\big img-search eg [use as], [add to] etc. Anticipating more pet recognition.. 🦜🦜🦜 TY for reading.",
5-Jan-24,Rated 4 stars out of five stars,"Nice App can also have some optimization , mostly the editing feature comes up with Google one which requires money make it something simpler, otherwise the app working fine sometimes it takes time to load the vedioes and photos too...",
5-Jan-24,Rated 1 stars out of five stars,Last update has made this app very unstable and unusable. There is no place where I can show all of my device photos together. And there is no way to understand which photo is backup and which is not! 🚫,
5-Jan-24,Rated 2 stars out of five stars,"After the latest update, my editing features suck. Can't mark up on photos and the text doesn't want to move or resize. And yes, Google, I've done all the recommended steps. Fix it on your end instead of replying for me to go through all the steps. Thanks 👍",
5-Jan-24,Rated 5 stars out of five stars,"Google Photos is a game-changer in the world of digital memories. The unlimited storage for high-quality photos and seamless synchronization across devices make it an invaluable tool. The automatic organization, facial recognition, and search functionality save time and make revisiting memories a joy. The sharing options are straightforward, enhancing collaboration on shared albums. Google Photos' consistent updates and commitment to user-friendly features make it my preferred app for managing a",
5-Jan-24,Rated 1 stars out of five stars,"I really, really need help... I just moved my things to a new phone, but I don't know if it even does or doesn't affect me trying use the locked folder feature. My profile isn't even a work profile but I get the pop up that says: ""This feature isn't available for work profiles"" What is this nonsense? This is the most important feature for me that I need. I need it fixed. This app is also really buggy sometimes... It's just not good.",
5-Jan-24,Rated 3 stars out of five stars,"Manual backing up photos always backs up in storage saver quality, when back up feature is off. And the photos- not intended to be backed up, are also backed up when back up feature is on. These are the two issues I find annoying.",
5-Jan-24,Rated 5 stars out of five stars,"Great app but the only issue is: -It club faces only on uploaded photos, why can't you provide feature to do it on all local photos as well -I want to find all photos of particular person/face and upload it to a album regularly and automatically. It should take photos local photos including WhatsApp photos and not just camera photos",
5-Jan-24,Rated 1 stars out of five stars,The only problem I have when using Google Photos with my Sony Xperia 1 III is that the phone must stay awake and switch to the Backup page in Google Photos in order to scan and sync for any changes. I have checked that there the power saving / data saving options are all OFF. Tried re-installing Google Photos with data wiped but no improvement was made. Google please help.,
5-Jan-24,Rated 3 stars out of five stars,"One of the finest apps,it's very useful photos back feature of this app makes it exceptional,but still is some features need to be added on like videos editing,adding music to photos etc.... I am satisfied with this app to a large extent",
5-Jan-24,Rated 1 stars out of five stars,"randomly decided to backup all my photos without asking me and now it's all on the """"""cloud"""""" (someone else's computer) and i can't delete them from there without deleting them from my phone too... EDIT: had to go through and individually select each and every photo (hundreds!) to get them off of the cloud because there's no ""select all"" feature! nooo that would make things too easy! those creeps are probably still hanging on to them anyway.",
5-Jan-24,Rated 4 stars out of five stars,This is a really good app to store your pictures in the cloud as well as edit but the editing features need updating majorly. I want the same features that I see in these apps of just pictures editing because the limited capacity for filters and blemish markups etc R none unless you pay for them and they still really suck please update your picture editing services thank you.,
5-Jan-24,Rated 1 stars out of five stars,"UI workflow for basic operations have become more convoluted and annoying to use over time. Myopic focus on continually chasing ""improvements"" to the interface while they fail to realize that the app is no longer competent at its basic functionality as a photo gallery. Disgustingly buggy for basic operations, support is incredibly unhelpful and refuses to forward bugs to be fixed by engineering",
5-Jan-24,Rated 1 stars out of five stars,"Accidentally freeded up space on my phone because of the garbage ""Free up space"" button that I though would free up space on the Google Photos. Now all my photos completely erased from my phone, and there're also some photos that I like even it has a bad quality or blurry. Probably leave -5 star if I'm able to and then throw this app to the trash can if I don't have photos there. Rather lost my memory or phone than backing up my new photos or videos to the app.",
5-Jan-24,Rated 1 stars out of five stars,"Very unhappy with a recent change they made. They used to allow you to sort your photos by the people in them using facial recognition. Now they've changed their policy so that you have to let them collect you and your family/friends facial data from your photos if you want to keep this feature turned on. Very dispicable tactics, they want to force people to relinquish their privacy. Disgusting.",
5-Jan-24,Rated 4 stars out of five stars,"I love the photo options. My business phone has a way to split a video that's too large very easily. This needs an easy to use video editor. There is a bug or something.....I can not upload to YouTube of a few other programs from photos. I have an android phone, tablet and a laptop, it's doing the same on all 3.",
5-Jan-24,Rated 1 stars out of five stars,"It uploads everything inside DCIM folder, even my screen shots and some image editing apps also save in DCIM, I don't want to backup edited images but i have no choice and even the photos, restored from Google Photos itself are restored inside DCIM folder and it backs them up again, and i wish we could select any sub-folder to be backed up or not. We don't have total power on what we choose to upload and it's extremely annoying 😡",
5-Jan-24,Rated 2 stars out of five stars,"App deleted my photos off my phone's gallery, doesn't help you find how to restore said photos, promotes their own cloud software every 5 seconds. Hit the download button on each photo to get them back into my samsung gallery. Still deletes the photo on both galleries. Google I guess owns my personal photos and forces your hand to pay for their cloud.",
5-Jan-24,Rated 2 stars out of five stars,"**bc Not really tested yet. New user. However Menu choices described in app support does not exist. Not the best start. All my photoes shows, but not in their respective folders. All, except messenger, that is downloads, photoes, printscreens etc. are put under camera, which makes no sense. Android 14.",
5-Jan-24,Rated 1 stars out of five stars,"I find it challenging to navigate and locate specific photos due to the way different folders are merged upon upload. Currently, all photos and videos, regardless of their origin (Camera, Screenshots, Downloads, etc.), are backed up into a single folder. This creates clutter and makes it difficult to find specific photos, specially for those which are older So please update a feature where all pictures are categorised in separate folders based on their original location on the device",
5-Jan-24,Rated 2 stars out of five stars,"It's amazingly frustrating how I've turned off backup for 10 years+ now yet I have to confirm it every week and when I do, instead of saying sorry the app gives me ANOTHER WINDOW full my personal files asking me AGAIN to back up. Are you trying to fool me into pressing the button by mistake? The app has features unavailable to me because I don't backup my photos. I paid a bag of money for a PIXEL PRO phone to get the bare minimum? The app itself in most cases is good, but these frustrate me",
5-Jan-24,Rated 5 stars out of five stars,"It has no editing features for videos.Please provide some basic features like to adding music,theme effects,etc available direct with one tap of edit icon. (Edit: Google updated photos by adding music and effect options, Thanks however they also need to be improved),Also Object extraction is a part of every other smartphone Ul,it's just missing on a smartphone powered by Google AI.Such basic features should also be available on pixel. Thank you",
5-Jan-24,Rated 2 stars out of five stars,I have given 2 stars because of a reason 1. The photos app has a Potrait blur feature which produces a background blur after taking a photo but the blur does not give a bokeh effect around background lights when the photo was taken normally but when the photo is taken in potrait mode the bokeh effect appears around the lights. 2. The subject selection is not good sometimes it would have been better if there was some way to manually correct the subject selection by hand.,
5-Jan-24,Rated 3 stars out of five stars,"Nice app to edit, manage, backup/store photos. Following two features should be added: 1. Rename photos and videos, mostly in backed up files which no longer exist in local device 2. While adding photos in a online folder/album in Library, local folders shall be displayed to fetch the photos easily. Not all local photos are available to add in an album.",
5-Jan-24,Rated 1 stars out of five stars,One way storage is fine until I can't clear it because I can't back anything up. I guess I just have to make sure the original devices still have a copy before I delete this app? Because it has no features once storage is full and I can't clear storage without a bulk download feature many might consider a necessity for an app like this. Edit: it deleted half of my photos when I disabled backup and sync before clearing space. Pointless to have the option if the app just deletes things anyway.,
5-Jan-24,Rated 3 stars out of five stars,"Gets more complex and less useful with almost every update. Stupid features like ""similar photos"" are useless (doesn't even recognize exact duplicates), while good features like gif maker are gone, and I can't search my own pics for duplicates. App is OK, but it used to be better. *Thanks for comment, Google, but not what I'm talking about. We often take 2 of the same photo. Your app can't detect this.",
5-Jan-24,Rated 4 stars out of five stars,It seems like a good app. Sometime it's hard searching for pictures to download. I haven't been doing many reviewing because I'm trying to fix my phone. I hit something in dev mode while in audio settings and it split my screen and overlays it.. if you know how to fix it let me know lol.,
5-Jan-24,Rated 3 stars out of five stars,"I genuinely dislike this app. It consistently annoys you with prompts to enable backups. You can't hide the backup toggle when in library view. It's like they're desperately wanting you to upload your content to them. In library, the device/album view isn't consistent. An option to hide the memories tab would be nice.",
5-Jan-24,Rated 1 stars out of five stars,when I open photos it tells me update avail. when I click it another screen loads and gives me an option to open photos or install it on another device. it won't update my phones photos. and it's a pixel. unreal.,
5-Jan-24,Rated 1 stars out of five stars,"So I accidentally clicked the back up button because the pop is very intrusive and cannot be cancelled and ended up using the entire space. I then proceeded to delete the photos from the drive but, this would also delete the photos from my phone and nothing can be done about it. I then proceeded to try to bulk download the photos back to my phone. Since you can bulk upload you can also bulk download right ? Wrong. According to google support, ""regrettably"" you can only download them one by one.",
5-Jan-24,Rated 1 stars out of five stars,"Too clunky to use. Crowded with incremental features that reflect Google's messed up engineering culture. There are albums, memories, highlights, creations, animations, collages, each in different places and disconnected from each other. One can't know what to access where.",
5-Jan-24,Rated 1 stars out of five stars,"Google Photos lacks an option to exclude screenshots and screen recordings, even with a .nomedia file in the folders. Despite turning off all Backup Folders settings, the issue persists. Reply to Developer: I checked the ""Back up device folders."" settings. Everything is already turned off hence the issue still persist.",
5-Jan-24,Rated 1 stars out of five stars,Am trying to remove my photos from google photo to my gallery but i cant even when i try to press (:more) to find download or save as per instructed by google but i cant it seems there is no those features . At first when i tried to download and save it was successful but now when am trying to save or download i cant seem to find those features . please help,
5-Jan-24,Rated 4 stars out of five stars,"Google photos is quite good but it does have a few problems here and there. The way the photos and videos are split into different sections is somewhat annoying, instead of having one with everything. The rest of the app works fine and well. Recommend getting.",
5-Jan-24,Rated 2 stars out of five stars,"The whole point of storing photos is that it is kept in order at the time/date it was taken... Yet everytime I transfer the pics/vids from internal to get external memory, the photos are out of order & this app changes it's time stamp. This is unacceptable. This never happened before until the last few updates",
5-Jan-24,Rated 1 stars out of five stars,"Seems to no longer be able to install updates, this has been the case for the last few days, today is the 12th of Jan 24. This is my old honor 7s phone with Android 8.1. Google contacted me and told me to go to a webpage beginning goo.gle/... I don't know if the middle dot was a typo but it just took me to a blank Google webpage. So I googled ""photos won't update"" and it said to clear the cache, then somehow, I can't remember what I did next, but now photos is fixed. Rubbish help.",
5-Jan-24,Rated 1 stars out of five stars,"""Unlock the power of Google Photos"" Displays a full screen banner ads in my own gallery, really Google? *Edit: It just gets worse. Every few days i open photos to more intrusive ""check out the new..."" And ""Your photos aren't backed up!"", with a little ""Try this feature you have no control over and no one wanted or asked for!"" Galaxy S25 can't come out soon enough. At least Samsung just leaves you alone instead of spamming my own offline apps with thier own intrusive ads.",
5-Jan-24,Rated 5 stars out of five stars,"Google photos app is great app, safe to keep photos and videos, no fear of losing photos even if sd card is lost or damaged, and I love the feature of locking photos in google photos app, but I feel a problem using the app. Video Backup stops suddenly, I don't understand why this problem occurs.",
5-Jan-24,Rated 1 stars out of five stars,"Putting RAWs under the primary photo is idiotic. It makes the workflow for migrating them to a PC for editing a NIGHTMARE. Raw Photos used to be in their own folder. This made exporting them to a PC for editing easier. A recent change grouped them with the JPG, which makes exporting multiple RAW photos at once a time consuming process **Update** Provided feedback and this feature still exists. Absolutely terrible. Lowering to a one until this is fixed.",
5-Jan-24,Rated 1 stars out of five stars,"Not very good. Constant updates regularly move buttons around. The app often tries to interrupt what I'm doing, metaphorically bend me over and force backing up photos on me. Stop it. No means no, stop it. Im of a demographic that will NEVER use Google backup willingly, stop trying to force it on me.",
5-Jan-24,Rated 2 stars out of five stars,When I purchased my Google Pixel pro 6 it was new to the pixel lineup. I selected this phone based on all the photo editing features. I have noticed that with phone updates ALL THOSE ORIGINAL FEATURES ARE NOW REMOVED! For this reason I'm extremely dissatisfied with the GOOGLE PHOTOS app. I feel like GOOGLE has duped all early purchasers knowing those features were to be removed soon after purchase. I could go on.. like the lack of cases for the phones.,
5-Jan-24,Rated 3 stars out of five stars,"There are several issues I've experienced thus far: 1) The screenshot pop-up does not allow you to choose to delete directly after its taken - in the event it was taken by mistake. The only option is to ""edit"" it - you have to manually go back into your gallery to delete it. 2) The video functionality is very basic. You can't choose to change the video speed, for example - which is fairly standard across other similar apps. 3) Inability to take an image frame capture from a video.",
5-Jan-24,Rated 1 stars out of five stars,"I edited an highlight video, but wanted to make some changes. Trying to edit it again, the app crashes every time. Plus, there are different features from the Google photos on the web browser and the phone app. Can't duplicate videos on the app, but can on the PC, can't add your own music on the PC, but you can on the app. I even pay for Google one to get extra features, but it seems I will have to cancel and look for a 3rd party app to do my editing properly.",
5-Jan-24,Rated 5 stars out of five stars,"It's one of the best apps for keeping and editing my photos! Plus, I enjoy having photo albums of different categories. However, I have problems. After making a new album and leaving it, it is blank in the ""Library"" menu and cannot access it unless I select any photo. Then the empty album is selectable. Are there any bugs to fix?",
5-Jan-24,Rated 4 stars out of five stars,"I can tell that an incredible amount of time, effort and creativity went into your teams' project. I can also tell how incredibly fast technology is growing and changing and a mature person like myself must really strive to keep up with it. Thank you, (I think) Lol The systems include so many wonderful choices and and innovation for an absolutely beautiful outcome. Great work! I'm trying to use audio recordings to that are already on my device to create a nicer product to load into my FB page, .",
5-Jan-24,Rated 2 stars out of five stars,"points to improve 1. give customisable features ~ move to folder options 2. reduce photo size 3. Move to trash option need to be moved from left to ""right"" 4. AI features missing ~ improve photo clarity, remove background missing with google photos 5. auto sorting of photos also not working effectively 6. photos from particular folder of mobile need to be auto saved.",
5-Jan-24,Rated 5 stars out of five stars,"Google Photos is a game-changer for managing memories. The effortless backup, smart organization, and generous storage for photos and videos make it a standout app. The search functionality, powered by AI, simplifies finding specific moments. Sharing and collaborative albums add a social dimension. Google Photos is my go-to for preserving and reliving memories �?a user-friendly, feature-rich gem that's truly indispensable.",
5-Jan-24,Rated 3 stars out of five stars,"It's bewildering that Google Photos unlocks features based on the device you use, not the subscription you hold. Having a subscription should grant full features access regardless of the device. It's disappointing to see limitations imposed this way, undermining the value of a paid subscription. Google should reconsider this approach to ensure subscribers receive the full set of features, across all devices.",
5-Jan-24,Rated 3 stars out of five stars,I don't like the new interface. App should open the library first in grid form not in sliding type its irritating. There should be different option for all photos. It will make app like the older which was easy to use. My parents struggle to use this app.,
5-Jan-24,Rated 5 stars out of five stars,"Constantly says ""unable to connect, check connection"". UPDATE: to anyone who gets the error, the solution I found is to find that app in the Play store. It should show as installed and there's an option to uninstall to the left of the open button. Click on that and it will ask you, Are you sure and touch yes. It doesn't uninstall the app but the update. Then after you click your yes, an option to update will be where the uninstall button was. Click on that and you should be good.",
5-Jan-24,Rated 1 stars out of five stars,"I need to turn off my back up and planning to switch on another more privacy friendly photo cloud storage. Google photos is not protecting my privacy. It always back up my screenshot, screenshot is on another folder not on Camera folder and my stock gallery recognize that, but Google photos didn't. Some of my screenshot contains sensitive data and QR Code. And I don't want that on cloud. And we all now that Google photos don't have End to End encryption and Google is bad on protecting a data.",
5-Jan-24,Rated 1 stars out of five stars,"amazingly...the worst app that ever found on the related market ! Too hardly but also buggy to use, maybe due to unhappy conjunction with the buggy disaster stupid latest Android 13 but also 12!!... this app is far from those simply directly controlable predictable handling with any photo as you were knowing from the old Androids 8,9 with builtin default photo gallery apps No space here to detail, just compare it with notorious default basic photos handling in old Androids 7,8,9 to feel it!",
5-Jan-24,Rated 3 stars out of five stars,"I recently uploaded several years of photos to Google Photos. I used tagging as a way to categorize my photos and quickly find document copies. After the uploaded I discovered that Google Photos has no tagging feature. Furthermore it deleted all the tags I had on my photos. Now, I have to manually search to find something specific I need. Years of work is gone. How hard is it to add a tagging feature?",
5-Jan-24,Rated 3 stars out of five stars,"the sharpen tool will no longer work on any image. i thought this was an issue with being on an older version, but updating the app has not fixed it. pretty unfortunate because the sharpen tool is an extremely useful feature for me as an artist. :(",
5-Jan-24,Rated 1 stars out of five stars,"Very intuitive and overly complicated. I can't just look at photos without suggestions in the middle of the screen to try magic eraser. I can't casually scroll through and not have to close out ""Try Magic Eraser"" on every picture. This feels like every Google made app.",
5-Jan-24,Rated 3 stars out of five stars,"Randomly started ""Stacking"" photos. Although I didn't want it to do that, I do like the idea of the feature. Allowing manual stacking of selected photos would be incredibly useful, as I take lots of small photo batches for work! The Album option is not a useful tool for multiple stacks in this situation",
5-Jan-24,Rated 5 stars out of five stars,"I love the throwback pictures it brings to relive your memories, the collage, the wide range of options you get using the app too. I would love Google photo to add a feature that can enable you group your pictures according to a type, for examples faces together and bags or shoes together, automatically, without having to create an album, and selecting manually.",
5-Jan-24,Rated 2 stars out of five stars,"I wish we could choose our one and only default layout when starting Photos. Also, I am not interested in plans and suggestions, I wish those could be turned off, I am not willing to be constantly reminded about features and plans and whatnot. There are far better galleries on playstore and I wish Google get more competitive.",
5-Jan-24,Rated 4 stars out of five stars,"I don't know when the update of new storage management will be available to see in app for us. Nearly one year it's been fir you telling that the new storage management will come. Everytime the update comes the same feature but not initiated into app. App is not clean, it's messy and does not look good. Pls update app.",
5-Jan-24,Rated 1 stars out of five stars,"If I want my photos to be ""Curated"" or molested in any way, I should have to make a polite inquiry to get it done. Yah, well, not Google photos Android app. Google will use ANY, premise to ""touch"" what is yours. Then they can copy, study, categorize, apply algorithms, use facial recognition, A. I. analysis, all of course, with "" No personally identifiable information"". Here is the ""rub"". When any database collects a critical mass of data about you, then you are connected to all you digital data.",
5-Jan-24,Rated 5 stars out of five stars,"The Edit feature is very well done. Not only can you change brightness & contrast, but the magic eraser lets you take pieces out of your picture, and the Markup allows you to add things (Pen, Highlighter, and Text including Emojis).",
5-Jan-24,Rated 5 stars out of five stars,I really like this app. Pictures come out really clear videos are great because you can stop it screen shot your favorite part of the video and sharing them with friends & family makes the best moments that's are more enjoyable to share.,
5-Jan-24,Rated 1 stars out of five stars,"Memories is awful now. Mostly I like seeing ""on this day x years ago"", bit now I seem to have random stuff like similar shots or trips at completely different time of year which feels very random. And then go to memories tab and it's a chronological list. Please bring back the old memories because this is not good.",
5-Jan-24,Rated 4 stars out of five stars,How do you get rid of duplicate photos. Seems like I have the same photos of something in different times. I personally feel that's what's taking at my space. Is there a feature to detect duplicate photos.,
5-Jan-24,Rated 5 stars out of five stars,"Google Photos delete the app. I thought I had lost my photos my pictures. I've been. It's yours. I remember back and I'm up to the photos but I didn't know when my screen cracked and I lost all my apps. In my contacts, I was really discouraged. All things I have put in my favorites. God beginning, I guess I'm back to the Google Samsung. That most of my got to the photos, the Google ploose. It's a good app to have and tha. T , i'm not familiar with the cloud and all that , but I did it with able",
5-Jan-24,Rated 1 stars out of five stars,"The save copy button is the most annoying thing ever..it should give me the option to save the edits on the original picture, everytime I try to make one edit you know have duplicates of the same picture that you have to go through and delete. Please bring back having save copy as an option and force the user to do it every time",
5-Jan-24,Rated 4 stars out of five stars,"Overall a pretty good app, stores my photos and I can't really complain about that an awful lot. 2 little nitpicks for me: a) I'd love to be able to copy a picture from my library onto my clipboard, super useful for when a photo you need is finicky to find! b) the ability to choose between camera photos and all device photos to be shown in the photos section Other than that, it's a standard gallery and does the job for me",
5-Jan-24,Rated 1 stars out of five stars,"I HATE THIS APP. I don't want a bunch of complicated layouts and groupings. I just want a setting for a simple grid, all the same size, no moving videos and photos, I don't want to loose all my markers on favorites when I transfer things over, I want to SHUT OFF suggested memory's and similar photos of only 3 randomly selected grouped together. Group all similar photos or none The whole app is way too complicated and visually over stimulating. I 100% regret backing up all my photos to this app.",
5-Jan-24,Rated 1 stars out of five stars,"I've never had a phones photo directory be so useless and difficult. I need settings to permanently stop asking me to back-up my photos, disable ""Albums"" (I got folders thanks), and remove the memories tab from the apps home bar. I don't use these features and they're just clitering up the whole UI for me.",
5-Jan-24,Rated 1 stars out of five stars,"Decent app, but plz stop trying to turn this into a ""social media"", i don't need constant pop-ups telling me about random new features I don't care for, or a pop up telling me I've edited a photo every single time. This is a gallery app, stop trying to add random things that create clutter, or at least give us the ability to turn off those ""features""",
5-Jan-24,Rated 1 stars out of five stars,"Being this far into existing and still getting stuck (""preparing to back up 26 items""...then never does) when backing up photos is unacceptable for one of the largest tech companies in the world. Especially when running with a fully updated, recent Android phone.",
5-Jan-24,Rated 1 stars out of five stars,"This app is not very user friendly. It infrequently uploads to cloud storage and will delete pictures from another app without permission (that I am aware of giving or not). If I knew how to transfer my pictures back to my phone (again, not a user friendly interface) I would delete this trash app.",
5-Jan-24,Rated 3 stars out of five stars,"A couples of days ago I turned on this feature of face grouping but this is not working i tried a lot of times but still not working. I don't know what happened, it's showing that to add more photos for face grouping but I have already more than 5000 plus photos backed up in this Google account. Please fix this as soon as possible",
5-Jan-24,Rated 2 stars out of five stars,I have no choice of which to save/not save..it's all or none. Same with deleting..it's delete a photo everywhere or waste valuable space. There are photos on device on which I am working or are strictly temporary reference and there is no need to waste storage space. These are often screenshots.,
5-Jan-24,Rated 3 stars out of five stars,"I love using this app to store my photos and the backup features have always worked well for me, however the lack of being able to manually pick faces in photos. I have so many photos of people that don't show up because the app doesn't recognize a face.",
5-Jan-24,Rated 2 stars out of five stars,no this app fxing sucks. where do the photos go when you click free up space they are GONE i am so pissed off. on my old phone everything was working fine and everything was stored together but now i can't even merge screenshots with my camera folder. its insane to ask for money to keep my pictures safe and on ONE ACCOUNT. and why can't i uninstall this app? overall very disappointed and dissatisfied.,
5-Jan-24,Rated 3 stars out of five stars,"Slight improvements🙄 New review, it's getting better, still needs a lot of work on enabling organisation of photos & controlling what rubbish gets saved that uses up your google memory when you never intended keeping it....🤬 I'm talking about screenshots & stuff off Facebook etc that you never intended to keep. AND keeps running out of storage & expecting me to pay for more 🤣 Like paying YouTube for ad free videos IT'S NEVER GOING TO HAPPEN!😉",
5-Jan-24,Rated 1 stars out of five stars,"I didn't have Backup issue I have Backup restore issue. It's restore in one folder called (Restored) and other folder like camera, Natural Picture, Different type of folder those are marger in one so organisation in original Backup folder wise doesn't appear when restore a new device. It's restore in a one folder so it's very difficult to find camera photo, screenshot and categorised photo of those thousand of photos",
5-Jan-24,Rated 1 stars out of five stars,basically when I'm creating an album and share it with friends and I'm only sending like an email invite but they can send a link to their friends without adding them + the friends can view it without joining it. so basically my album isn't private why can't you make like Google Drive that only people with that email can access that photos I think it's the most important to keep privacy. please Google add the feature like Google drive to keep albums private,
5-Jan-24,Rated 3 stars out of five stars,"Google Photos offers exceptional photo storage and organization features, making it a top choice for users. However, the INABILITY to RENAME photos stands out as a notable drawback. Adding this basic feature would greatly enhance the app's usability and overall experience. PLEASE LOOK IN TO THIS. 🙏",
5-Jan-24,Rated 4 stars out of five stars,I'm a big fan of Google as a whole. But I don't not play with having Google photos in my phone. Once I get a new phone the first gallery app I choose is the Google photos. I love the editing option most. I've made alot of pictures perfect with their user friendly interface,
5-Jan-24,Rated 5 stars out of five stars,"Finally, I found a solution to manage thousands of digital photos and videos. No more folders or naming conventions or anything ... this app does it all! It includes very powerful editing features and sharing mechanisms.",
5-Jan-24,Rated 1 stars out of five stars,"Buggy, new images take long time to show & SMS. Rotating photos is tedious, b/c option buried in menus. folders a pain, exhausted by scrolling through the same images not knowing if they are already in folder. I have memory issues so images are memory aid & put in certain folders but looking at the main photos i resort images into folders i already created. Want a toggle feature such as all images, unsorted images and sorted images. folders sort only by date😠 Please fix & would be 5 star then.",
5-Jan-24,Rated 3 stars out of five stars,"Despite loving the app for years been facing several issues with the app lately, starting with how 1) when i download the already uploaded media from the cloud to my phone the photos or videos often do NOT download,i keep clicking the download button& it notifies me that its downloading but it really isn't.2) the 'free up space' feature promises to delete all the uploaded media but even when i click the same, i find photos in my device undeleted",
5-Jan-24,Rated 1 stars out of five stars,"Infuriating how there is no way to turn backup off, I have it switched off but I still have every photo I take on my phone backed up to this app. Seems like a way to force people into spending money when they run out of space because of a feature they didn't want and don't need.",
5-Jan-24,Rated 2 stars out of five stars,There is no separate folder for screenshots to be automatically saved in. That is very annoying. Screenshots get lumped in with the camera roll and pinterest pictures... . Screenshots used to have their own separate folder to be saved in. (Without you having to make it)....2 stars.,
5-Jan-24,Rated 1 stars out of five stars,"WHHHY does this app have to constantly ask if I want to turn on photo backup? With no way to stop it from doing so. One of THE most annoying things about this app. There are so many features I stopped using because they never worked right, and this just might be the icing on the cake that makes me find a new app to use.",
5-Jan-24,Rated 2 stars out of five stars,"This app keeps losing my photos! It doesn't seem to save pictures that I take when the phone is locked using the button shortcut, and since it's the default gallery app on my phone, those pictures are just gone forever.",
5-Jan-24,Rated 1 stars out of five stars,"I'm so used to Google Photos, I can even say that the features were useful and did use to come handy, however, it sucks that you have to purchase space now, Idk if they wanna copy IOS but one of the reasons why ppl used to love Android is specifically that, the fact that you are not required to pay for ever single app on your phone. This should not continue, why is it mandatory to purchase something that it's already included with the phone???! Really bad photo gallery service 👎👎👎",
5-Jan-24,Rated 2 stars out of five stars,"I guess it works, but it's missing key features while pushing junk that I don't want. I don't care about AI cams or backing up to the cloud. I already said no, stop asking me every month. Why can't I sort a folder by filename? Why can't I see the folders as they're structured on my device instead of laying every subfolder out so I have to scroll through them all to find what I'm looking for since you didn't at least have the decency to alphabetize them?",
5-Jan-24,Rated 1 stars out of five stars,"No, that took me half an hour to fix my gallery like that. That is a terrible UX. How can you suggest me to fix all the stacks your app made? This stack photo feature has self enabled, I didn't do anything! It's just horrible. There is no unstack all back button, why do you do such an ugly feature? Because of this stacks I can't find pictures I need but you keep forcing it, it's outrageous. Are you Apple? I hope you are still not.",
5-Jan-24,Rated 2 stars out of five stars,"It was alright, but now not so much. Can't save changes to when editing. Can't move pictures to a locked folder. Two features I used a lot, but sadly can't. I would uninstall this, but can't even do that",
5-Jan-24,Rated 1 stars out of five stars,"Horrible app, i have been trying for the last hour to move photos onto my sd card, with the app giving me zero directions trying to force me to pay for more storage on a useless app. Heads up, don't use the app, use the website, they remove features like download picture in the app.",
5-Jan-24,Rated 1 stars out of five stars,"Worse photo app I ever used, also worst photo cloud. It doesn't have an option to download a group of photos from the cloud to the device they want you to keep them there as hostage, but of course there is a button to upload everything of course they do.",
5-Jan-24,Rated 1 stars out of five stars,"You lose your mobile storage . Big gigabyte updats ( bull sheets , that you never need ) Continuous . And everytime you want to see your pictures , Google close app and push you to update . i turned off notifications for this app , but continuously i receive notification . what is this bull sheet icon ( unlock power ... ) you fixed first page !!!!!????",
