date,rating,comment,Category,Sub-Level
"May 12, 2024",Rated 2 stars out of five stars,"Nice UI, terrible UX update. Your history isn't displayed as part of the main interface anymore. Why? The real problem is how you access it now. You can swipe down to see it, but because it goes from oldest to newest, you're scrolling through your entire history to get to your most recent phrases. Everything got flipped upside down for no reason. The Messages app is a perfect example of everything being visible and accessible at all times; just make it like that. No need to fullscreen everything",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"Translations are of a very mixed quality. Some are just completely wrong, some have the literal meaning but lack the sense of the sentence. On the other hand, translation is fluid and convenient and the app is easy to use and languages are constantly being added. Some languages have much better translation qualities than others.",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Google Translate helped me so much for years, but there's one bug in the app that I can't stand. If I use English voice input, in multi-word sentences, the last word is almost always dropped. If I say ""It's more complicated than that"" for example, all that's written down is ""It's more complicated than"". Despite my great English, I have doubts about my accent sometimes, but no, if I just use voice input to write ""that"", that's absolutely no problem for the app",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,A great app with one very frustrating problem! The dictation feature always cuts out before the end of the sentence! Not a problem when using the website version but this has been an issue on this app since at least December last year and many people having been complaining on the forums about it. Can you please advise if you a working on a fix for this super annoying issue. It's one of the most important features of the app adn vital that it works well. Thank you,Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"If ever there was a perfect example of when to revert your app to a previous version, this is it. You have overwhelming feedback that doesn't just dislike the new version, but actually can't even use it effectively. Myself included. At bare minimum, you should publish a ""Translate Classic"" or add a feature to switch to classic mode within the new app. I love that you're responding to everyone but many of us HAVE sent dev feedback within the app. After 8 months of hearing us, nothing has changed.",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"The Tap to Translate feature was once perfect. It activated when you copied something. I used that so much. Now you have to keep it turned on every time, even you don't use. There are always two notifications if you enable it. Quite annoying. It was simple and effective, now it's quite bureaucratic. I'm afraid with the next update they'll require a written application form to be sent to Google to translate something:) The app other than that is great, of course.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"This app was extremely useful. But all the current changes, really destroyed everything the old app did correctly, while only improving slightly the things that needed improving. In addition of the things removed, which was bad enough, the user interface is terrible if you want to do anything other than talk. Written phrases have become a chore. No history available, so minor mistakes required complete rewrites, and common used phrases need to be retyped. Oh the list goes on",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"After the last update the UI became unusable. This is what you'd call ""form over function"". It looks good, but actually using it is a pain. There's too much empty space and too little information per square inch. With the old interface everything fitted on a single screen, but now you have to scroll down to actually see alternative translations and dictionary definitions. Now most of the screen is filled with empty space between lines that serves no purpose other than making it look good.",Request Info,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Nicely designed with many useful features, but be careful of the translations. It will often translate sentences incorrectly, but if you tap ""reverse translate"" you can usually weed out the bad answers. It is nicely complemented by Microsoft Translator. It works best with the major languages. If you use Gboard, the layout will change to match the input language in Translate!",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Absolutely terrible forced random upgrade. I used this app all the time and never asked for a UI change. The number of clicks to access everything increased. Just one example: when typing Chinese, I have to minimize the keyboard in order for the Pinyin to show. The worst part for me is that when I switch languages, the keyboard doesn't automatically switch anymore. Luckily, I was able to uninstall and downgrade to the previous version. Edit: no history. No instant translate. Keyboard too big.",Usability,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"I honestly can not understand why you thought it is a good idea to add one more step to do, when wanting to reverse languages after already translating something. Yeah the UI look clearer now, but it would have been more useful to have the ""reverse"" button available on the screen, after translating as well, not just before translating something. Now i have to go to upper right, press the three dots then press reverse. Keep things simple, guys.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"The sticky notification is unnecessary and clutters up the screen. The handy bubble that appears when you copy text is more than enough for a quick translation. There should at least be an option to choose the interface that users would like, not ""both or nothing"". EDIT1: To remove the notification without losing the bubble feature, turn off the ""Tap to Translate"" channel (misleading channel name btw) within the device notifications under the translate app. The fact that I had to hunt for this setting within the system's settings instead of a simple in-app UI toggle, and that their ""learn more"" page explains nothing about this, I will keep a low rating for this app.",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"It is a very useful tool, specially the tap to translate feature. I would only ask for you guys to fix the bug in the tap to translate feature that happens when you try to use this feature once more in a short time period (like 5 seconds after the first use). In the described scenario, instead of showing the translation, the Google Translate app is opened completely empty",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,It a fantastic app very keen to test it with some of my friends and in different languages. I found the it translated my Afrikaans (2nd language) to English (1st language) quite well. But it kept typing the incorrect thing in English when I spoke English so naturally the translation came out incorrect. My English is really good not sure if it was my accent. Maybe they can add a learn function so it can work better with different English accents.,Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"The interface has been dumbed down presumably to make it more accessible however it somehow feels worse than before. I only just found the history after months of using the new design. Frustrating! It doesn't seem to show alternatives and different verb translations like before. That was always a useful feature to see up front and seems to have been removed, or neatly tucked away to who knows where? Translations are on the whole accurate. The underlying technology is SUPERB.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"The app is good. Especially, while reading, it is easy to translate the words just by selecting them. but the problem is the words didn't appear in the history list. if I select the word on some app, click the translate option and see the translation. That word would not appear in the history of translations. It would be great if this feature is implemented/fixed.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Now very unpractical. The layout is more graphical but screenspace on a phone is priceless, so why waste space. Why make text so big, in the end you can't see what you're typing. I can't read out the pinjing anymore as easy, while analysing images is even more cumbersome. Also the pinch zoom feature is lost. That was so useful to show. The old interface wasn't fancy, but it was workable. It's time to consider alternatives. Why do they make things worse. They follow a trend....",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"An excellent translator/dictionary that can translate entire pages on the fly and supports over 2 dozen languages. It used to be better, hench the missing 5th star, but in its current state it suffers from over engineering and neverending attempts to make it smarter; the UI, while simple on its surface, became less intuitive and awkward to work with so it's never clear what language is being translated and which is translated to...",Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"The voice feature is significantly less useful than I had hoped it would be. I honestly wonder why that feature was even created, since half the time it doesn't understand the words it's presented with & I have to manually enter them, which is a huge time-waster. Spanish is an extremely precise & phonetic language, so it really shouldn't be that difficult for the app to follow.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Recent change to the tap-to-translate functionality renders the app not just inconvenient, but actively annoying (for what was previously a convenient and useful tool). The floating icon interferes with the ability to access other apps & tools, forcing me to move it constantly around the screen to get it out of the way. I have accidentally tapped it countless times in an effort to get it out of the way. This is a bug, pure and simple, not an update. Do NOT refer me to a forum post; fix it!",Bugs,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"I need to thank the developers for the fast response. Being in airplane mode fixes the issue I had with the offline translation when using the camera. I assume this appears if you have access to the internet, but not to google services (which can happen if you are traveling to a country with such a restriction). In that case, having to turn on/off airplane mode each time you want to translate something, may be frustrating. The previous version did not have this complication.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"WORSE than previous version. Surely nobody wants the floating icon to remain displayed at all times. Hide it after a few seconds as with a previous version. Automatically display it when text is copied to the clipboard (again, as it was with a previous version). Don't require the user to paste the text (you guessed it... just like a previous version). Updates should bring improvements, not regressions. Oh and Google, don't respond with how to send feedback, do it yourself. This *IS* the feedback",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,The update ruined this app. I used to use this all the time for Japanese and it had one of the best translations available. Now the camera reads vertical characters as horizontal if they're too close together and the option to select characters manually by swiping has been broken and replaced by two highlight cursors. If I could rate it lower I would.,Usability,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"Great translator app for many dialects. It is better than many dictionaries you find now. It is text based, and also reads it in voice aloud. It is supposed to have a voice input reading feature, too. Only the online version does much. It worked much better on the Android phone than the PC browser window for a while, in some ways. The offline version lacks a lot of the features. That would be a big bonus to add (have the whole thing - at a subscription?). PC already has a fee offline version.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"I just updated the app to the latest version but I regret instantly since the old version was more simple and easier to use compare to the latest one. It also doesn't do its job on the voice - region option (since I am more familiar with British accent so I always change this setting, but this time with the updated version, that feature doesn't work, I keep hearing one that seems to be the default region). So, in conclusion, the previous format and setting options are way better. Pls fix. Thanks",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The previous version's ui was overdue for an update, but this is not what it needed. It's superficially glossy but harder to use than the previous version. For example, the keyboard blocks the destination language, so I can't see the translation by default. That's a huge ui failure (the output of the core function of the app is invisible by default) and wasn't a problem in the previous version. It feels like there is no product manager representing the users on the team that did this work.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"I hate the new version. First if all, don't force me to get an update if I don't want it. Second, the new floating translation feature is terrible, inconvenient and unneccesarry. And finally and most importantly, why did you get rid of automatic export of text to side by side translation from the picture? It was the best part of the app, being able to copy original text from the picture was really useful, especially since your translations are not always 100% accurate.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Glad to see others complaining about the latest UI/big update. I have sent Feedback through this app twice and have seen minor updates since, but looks like nothing has changed so I decided to write a review here. Right now I'm using this app as I did years ago where you have to open the main app to translate a text you copied. That is how such a downgrade the latest UI/big update is. In the time this app was great you copy a text and that icon appeared, you tap and voila you right away you see the translation. Awesome! But now you either have to go to the main app (like it was years ago) or you allow that icon to always be visible on the screen. And even if that icon is visible, you now have to tap and then you still need to press another button (paste) to see the translation. What I would like to add to this, is the way Chinese is now translated. When translating Chinese you have Chinese characters, pinyin and of course the translation. The problem only now is, if the text is a little long, you cannot see all three at the same time. If you want to read pinyin, for example, then the box where Chinese characters are placed in will get smaller and then you won't be able to see all characters. Before this update, you were able to scroll through each individual box and that was very convenient, because then you can focus on specific parts of the sentence where you can see the characters, the pinyin and the translation at the same time. Now I have to constantly switch between them. Hope things can go back to how it was before. Because the app was absolutely wonderful.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"The app is great for the most part. However, I can't stand the handwriting input. For some reason it only gives you like two seconds to write a character and then it auto ""enters"" even if you weren't finished with that character which is super annoying. I don't understand why there isn't an option to disable this ""feature"" or at least increase the time you have before it inputs what you wrote. Also when using the camera option to translate a picture it sometimes has a lot of trouble focusing.",Feature Requests,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"This app is great. The only thing missing on phone as well as PC is translating from a picture like jpeg. The playspeed of the app is not adjustable enough. A Chinese in Guangzhou could not understand the app through the phone, but there were a lot of variables including that speed that again needs a few more steps between 100% and 50% Plus the tone of voice changes with speed so ideal it would be pitch adjusted. All that said those are the only issues and I've used and loved the app for 6 years",Bugs,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"Have been using this app for English<>Spanish for more than a year. Recent changes to the app mean it doesn't show the sentence after I type it in on the keyboard for translation and worse - it doesn't show me the translation in the other language. It is all verbal. If you need to see it as most of us do, there needs to be an option to turn that back on. Thanks! Please escalate. Still not working. Development broke something that was working. Tried reading manual, but that's NOT the problem.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"This app used to work until I tried to update the Japanese offline data. When it tries to download the new data it says ""Starting Download"" but it never starts. it just says ""Starting Download"" forever. I have WiFi on and other apps are able to use it. There is 15 GB free on the SD and 10 GB free in internal storage. I've google the problem and tried all the many suggestions. I've tried clearing the cache, clearing data, removing the SD card, rebooting, reinstalling, setting all the permissions to on. I've done them in various orders and combinations. Nothing works. it still says ""Starting Download"". To make matters worse, after all the clearing of cache, clearing of data and reinstalling, I have lost the original offline data I had. Now I have no offline data at all. That really sucks because I'm in Japan and I don't know how to read Japanese. If anybody knows how to help, that would be great.",Request Info,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,In my experience the 'tap to translate' no longer works reliably in the current version whereas previously Google Translate did what I wanted to. I know this issue has been answered by Google in response to a previous post but the answer then just doesn't make any sense to me. In settings the only option one has is either to turn 'tap to translate' on or off. I have made sure it is set to on. The people continues. 'Tap to translate' only works intermittently.,Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"There was.. nothing wrong with the previous UI. Why, why even change it so drastically? Yeah it may be ""pleasing"" to the eyes, I guess, but that's at the expense of user experience. There's no easy way of finding your history nor changing languages now, and it just shows everything was made with aesthetic in mind, instead of ease of use. Kind of like a model house made as eye candy and not for someone to live in.",Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"The new UI looks awesome. However, as I used to do translation, I always need to check the translated words back and forth with the ""Reverse"" feature (after translation). I think the menu should have been easily accessible, not hidden in the sub menu, demanding two steps to do just that, which is quite cumbersome. I hope it would be displayed as another easy-accessible icon on the right/top. Thank you.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"I don't usually leave feedback, but I really care about this app and I use it daily. The new version is so bad, and was really unnecessary. The usability was downgraded. Some things like history take multiple clicks to get to instead of being there. You can give the option to show or hide instead. Also font size is huge. Also, once I translate I can't swap languages. It's just really bad overall. Please give the option to revert or use classic. You ruined this app's usability.",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The old worked. But the design flaw was inability to use the microphone to correct or continue the thought.. the microphone cut out quickly and I had to take a deep breath and then spit it all my words in one quick sentence or it would just take one or two words. Everytime I made a, or a. It would stop and cutoff. The new one allows you to use a microphone which is appreciated. However it has tremendous flaws. Unable to share. Unable to see more than three lines at a time. Gigantic tex",Usability,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"Its not that bad but when i try to translate using pictures it is not giving the right results. Also, by voice, it gives inaccurate results. I updated the app like twice but it just got even worse. Please fix these bugs. I even deleted it and downloaded it again 5 times . And please make the image thing come back! It was perfect. This google lens was really a trouble. The more it gets updated, the worse it becomes.",Bugs,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Don't like recent update either. Now I can't use the app in split screen. When I need to translate, I have to memorize the term/phrase, switch apps, type it in, go back to original app to confirm, go back to Translate to get the translation. (Not all apps allow copying of their text, so copy/paste is not an option.) Hopefully removing this feature was an oversight that will be fixed in the next update. In the meantime, I'll definitely be looking for a translator that works in split screen.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"New version sucks. Before, when I was on the last version from the play store and it worked fine. Then the UI clearly changed in the new version. Alot more work to make it work. Just not worth using. It no longer auto-pastes the text you have in the clipboard when you tap the bubble. It opens with an empty window. You need to press a paste button. Can I install the older version until you fix it? If not uninstall and find something else. Update 2/18/2022 Still broken. Give back the old version.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,This app is now a fuzzy shadow of its former self. It used to be so intuitive to use including the ability to quickly translate back and forth. There was also a useful rolling history of previous entries. No longer provided. By all means develop new versions of successful apps but please allow users to stick with the original version which worked so well.,Usability,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"The floating tap to translate button used to be great. It would appear when you copy text to your clipboard and when you tap it, it reads the text and translates it automatically. Now it's always on screen and more an inconvenience than a convenience. Edit: no that does not help. I know how to dismiss it. The feature is just useless now.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Something is wrong with the translatation using scanning option. I never had this issue before... Now it is unable to focus on the picture and hence, the picture is always hazy, so it cannot find text and translate. Very wierd. It's not an issue with my camera, when I switch on my camera normally it does not have a focus problem and I can click a very clear picture.",Bugs,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"The 'Tap to translate' feature is very useful. The only drawback is that the icon and its touch catchment area are unnecessarily large. As a result, the icon often gets in the way when I try to use the screen and it's rather annoying. Can you please reduce the icon size and the tap catchment area, and make it possible to minimise the icon to one side (like turning it into a thin line)? Thanks",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"When I do the image scanning translations it is always buggy/glitchy and doesn't work properly. Between translations or when doing another scan-slation right after one, the picture, the whole lighting as a whole is always extremely dark, so I cannot scan for a translation. I have to go back and try again. It is also sometimes way too bright. I think it's the exposure or something as well. Going back or restarting the app usually works, but it is very inconvenient. Please fix it. Thanks.",Bugs,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"This app is overall a great tool, but I really dislike the layout of the new update. The new ""enter text"" area is way too large, and blocks out the previous translations that used to be listed below the text box. I find that the previous layout required little/no navigation and displayed all information on the main app screen, it was streamlined. I was unaware that I had auto-update enabled, and so unfortunately, the app has updated itself. Is there any way to go back to the previous layout?",Request Info,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"It's an excellent tool for much needed translations on my internet researches and book (ebooks or physical formats) readings, the best source of information is always in the language of the subject itself. I also use it as a grammar, dictionary, and for ideas when I write something. Deleted all other apps on the subject. In addition, it's very intuitive and anyone can use it, even if it's not familiar. If I could as a beginner, so can everyone else. It's the app I'm with since the beginning.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The former UI was much better. The interface should be simple and static. The user enters text, chooses a language - done. But you had to show yourself and make a footprint, didn't you? You added text fields which don't work right, you can't easily edit the text entered. The interface completely changes when switching languages. The double headed arrow to change the direction of the translation is missing. I am forced to decrypt your thinking every time I use the app. Annoying",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"App is good at translating WRITTEN Spanish to English. I am currently learning Spanish but sometimes have a hard time understanding the person if they are SPEAKING quickly. I tried using the conversation aspect of this app on several occasions on my trip to Mexico but found it was only able to pick up a word here or there, even if I had it on Spanish instead of Auto and if the person was closer and spoke slowly. I was able to translate it better than the app at that point, which is redundant. 😒",Resources,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"It's alright. Nothing new to say other than what most people are bound to say about this app: it is the best out there as of now. However I do think it'll be much better and easier to use of you added a toggle in the quick settings menu in the notifications drop-down shade, like in Shazam. That would enable us to translate audio playing from other apps on the phone such as Instagram, for example, and/or allow us to get translations in real time when we are conversing with other people without having to open the app.",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"It's a good apps. But it can't exactly hear what I was saying properly and it ends up mistranslate. And, the import pictures are also something that's been kinda weird. I was pretty sure the words are crystal clear but the meaning results are still blurry and sometimes, absurd. It's always been my major problem honestly. I hope you can improve better in the future.",Uncategorized,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"In the past, tap to translate would always work in the background. I would simply highlight a text and a ""Translate"" option would appear. Now, in order to use tap to translate you are required to have the Tap to Translate bubble on your screen the entire time. This is a problem because often times I am trying to tap something else on the screen and I cannot. I shouldn't have to move something every time I need to use my phone.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,This was my most-used app thanks to the tap to translate feature. I moved to a country where I don't speak the native language so this was so essential. This update made it so much more complicated. Edit per your response: I know I can dismiss the bubble. This defeats the entire purpose. Why can't the bubble only appear when I copy text as it did before and disappear after I translate it? Copy/pasting now takes much longer with more clicks. It was an amazing feature and you ruined it.,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The other reviews aren't exaggerating, this newer version, interface and functionality is much worse. Pop up translation bugs from time to time? Okay let's keep it on the screen 24/7 on an enable/disable setting. The old one was so practical, this looks like an attempt to look fancier but also be convoluted. And you wonder why people opt out of updates.",Bugs,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The UI ""update"" is ruining this amazing app. Can't one-tap copy and translate, icon blocks the screen all the time (not just when you're copying), multiple taps required to translate/switch languages/view history, empty space where there used to be information (like history), font size huge and awkward for more than one short sentence, the list goes on. If it ain't broke, don't fix it. Don't dismantle the features that were working perfectly before.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Google, what are you doing? I loved this app because it was simple to use and had features none of the other have. The fact that I could copy text and the floating button would appear for me to translate was perfect. Now the floating button is there all the time and only opens up the window and I have to paste and press translate means it takes 5 times longer to translate anything. It also appears that the floating button turns itself off at random times and I have to turn it back on from the Google translate notification. What you have done with Google Translate is make it unusable through the Android app. Now I have to search for a translation app that has close to the functionality that your app had until you removed it in version 6.28. Feel free to contact me for clarification.",Feature Requests,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"I have been working with this app for around three years but recently the android version have some bugs. The writing place is so small and words cannot be double-click selected, if i go out of the application and come back it restarts. I really appreciate the app, have saved me in many urgent occasions. I'm hoping for it to get the best features. Tnx.",Bugs,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"EDIT: I tried all your steps listed, including uninstalling and reinstalling the app, but it made no difference at all. Still very buggy. It always cuts out the last couple of words when speaking to it in English, but it seems to only do it when translating into particular languages. With some languages the speech recognition works fine. Also, when you press the mic icon, often the entire text box disappears, so you're forced to restart the app. That's very annoying. (I'm using a MotoG5s)",Bugs,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"Prefer the older version. Pros of the new version: appreciate that modern UI/UX design; Cons: The latest one does not have auto-correct suggestions when we spell a word wrong. Secondly, in tap to translate, when you hit the ""translate"" button and the ""pronounce"" button immediately, the pop-up just goes away Moreover, there's not a button for us to switch/swap the language in tap to translate. Finally, please bring back the auto paste from clipboard feature, that would be helpful and time saving",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Used to be my favorite translation app, but not anymore. After the latest update, it became slow, and translation wouldn't show instantly! Every time I wrote a word, it didn't show the translation. I even thought that I misspelled the words and had to double-check!I also thought there was an issue with my network, but it worked and still works just fine! Please fix it and bring the old one back!",Bugs,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"When I try to take a photo and translate a text on it, Translate requires that I allow Google Play to access Microphone, Phone, Body Sensors and SMS. What? Really? Is not it ridiculous? Instant translation works, but it is garbage. Also when I input Japanese characters by hand the app does not give me a second to look at the text, but the characters are quite complex and need a couple of looks to finish. Translate simply incorrectly recognizes the half drawn character and I have to start again.",Feature Requests,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,"Good app, works ok, but does not provide the same features as the web version. It's not possible to translate full web pages. In-place translate works only for a limited amount of text a time (in general, about two sentences). Downloading offline dictionaries doesn't work (gets stuck on ""Starting download""). Live camera text translation is not perfect, but works much better than expected.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Please bring back the old interface. The new one is harder to read, wastes a ton of space with the huge font size, is missing a quick button for handwriting input, harder to read language selection buttons, requires extra clicks to see the translation history... All around worse. I actually can't think of a single thing that improved. I'll use alternatives if I can't sideload an earlier version. Same feedback already sent in the app. Why do UX designers these days promote shiny over functional?",Usability,Features & UI
"May 12, 2024",Rated 5 stars out of five stars,"Very nice. It wasn't working offline, I went to apply the tips the developers told me to do, and for some reason my app had a problem: all the dictios had disappeared! And there wasn't a list of languages or anything. So I made a new install and it's working as intended: perfect! A long way from years ago when translations didn't make sense sometimes. It's unbelievable how accurate they can be now...almost always. ;-)",Uncategorized,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"The last update was a mistake. I guess someone had the idea of modernising the look - only at the expense of usability. You need to swipe a lot to find the right definition. Deleting your search requires an extra step: tapping the word before the X appears in the corner. The tap to translate does not always display the correct translation, but the real app used to be easy to open by tapping Google Translate on top. Not anymore, now you need to tap the three dots first. Why such stupid updates?",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Used to be a big fan but uninstalled after many years. The new layout has everything taking up unnecessary space, dumbed down giant buttons, counter intuitive, over emphasis on functions like speech and photo which I never use. Minimalism has everything floating in an empty void instead of the old boxes with clear functionality, no hierarchy, hard on the eyes. Don't fix what isn't broken, at least include an option to keep the old version.",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Google Translate worked great for years, living in a non-English speaking country. But now, it seems that the format got wacked/upgraded a bit from simplictic to not so quick and easy to use. I go to the market now and have to fumble around with this app while people are waiting are around for me. Very embarrasing for me when the app was quick-draw and simple. Trust me, I have practiced with this new update enough. I used to be in/out quickly with the old format...now I hesitate to go anywhere.",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,So Google wrote me back because my review was bad. But they didn't address the issue! I used to be able to select and copy a text in a different language. When I would open the Google translate app using the floating icon the text would automatically populate. Now it doesn't do that anymore. There's always two to three extra taps now. Seems small but when you use translate as much as I do those three or four taps easily become over 200 in a day!,Bugs,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"I really loved this app's ""tap to translate"" feature and used it all the time, but one of the recent updates really ruined it for me. Previously, the floating icon would pop up if I copied some text and I'd see the option to immediately have it translate what I copied. However, now the icon either needs to float on my screen all the time, or I need to activate it in the pull-down task bar of my phone or open the app completely. It used to feel like a handy feature, but now it's just a hassle.",Feature Requests,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,"It's good for text, but slow. It doesn't pick up audio or anything majority of the time unless it's completely quiet in the room except for who's talking, even after you've downloaded a language to use offline. The audio just doesn't work usually. Overall it's not good when you need a quick translation to help with customers if you need to use it for that.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"It seems like Google Translate has been updated. Unfortunately the update is a very poor poor poor app and not easy to use.. It's very clumsy and very unsatisfactory and uncomfortable.. Besides all of the very obvious things when you go into it as far as using it as a translator, It is extremely uncomfortable. One of the features that I miss the most is the tap on feature. and have the little Google Translate icon appear in the upper right.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"it works for a few seconds then it stops translating... it is not easy to use in fluid conversation well, it does not work most of the time and some of the translations are off. it works fine in the US but anywhere else it doesn't work even when you have great data speeds basically it's useless I am going to get a translator device those seem to be better.",Resources,Features & UI
"May 12, 2024",Rated 2 stars out of five stars,It used to be really good smooth transitions easy to translate back and forth with suggested button clicks. Deleting your history so you can free up space was very easy. Now you have to jump through five different screens to delete your history and whenever you're translate you have to click three or four different things just to translate every single time. Thinking of uninstalling it permanently this new update is terrible. I wish they would bring back some of the old features.,Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Before the update I'd make a 6/5 star review. It was perfect. Until the update. Now it's easily a 0/5. ALL the UI is gone. You can't do anything anymore. Gone is fullscreen mode, reverse translate by Mic, and everything else. They literally removed all the functions and left us with a linear translation device. I wish they would've sent a survey, or at least not force us to update. I spent years learning to use the UI. I can't even start over bc there's nothing to even learn on the app anymore.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"This used to be a really good app, but with the last update, the design of the floating icon was redone. Before it was very intuitive you could just copy your text and then open up the floating icon and it would translate it for you automatically, I don't know why but that was taken away and now you have to push two more buttons to translate things and it's not as intuitive. Please bring back the old Google translate!!",Usability,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Just in one update, you ruined the whole app. Now, the floating icon stays on the screen, previously it used to disappear after 5 seconds. Now, you can't switch between languages while writing inside the app. Now, when you select a text and press the icon, the text is not automatically pasted inside the app. Google, did you hire Facebook developers?",Usability,Features & UI
"May 12, 2024",Rated 4 stars out of five stars,It's a great app. I really can't do without it for my daily communication in English et en français. It help me learn more words quickly since am able to quickly look up meanings. I would like the team to increase the text input area height when typing because it just too small just (2 lines). There is no point to the entire empty space down there that does nothing and it makes it difficult to edit a sentence without deleting more words because you can't see more lines. Anyway it's really good.,Usability,Features & UI
"May 12, 2024",Rated 3 stars out of five stars,"I have been using the app for years and it was awesome. But in the latest update, there are many troublesome things. Like removing the translation feature after clicking Copy directly. That bubble stays on the screen all the time and is not translated when copying and clicking. The application is also very slow. Hope you fix it as it was in the past. So that bubble does not appear except when we click on copy.",Feature Requests,Features & UI
"May 12, 2024",Rated 1 stars out of five stars,"Despise the new UI. The history is much harder to look through. Great ""improvement"" (sarcasm expressed) Edit/reply: i did not have to use that step to get to the history, it was perfectly obvious to see and understand in a list for before without having to open a sub-menu. And the previous method to look through translation history was in a newest to oldest order, but now it's in some new kind of order that makes it difficult to look through. Completely unnecessary update.",Usability,Features & UI
