Date,Rating,Review
2024/3/22,Rated 5 stars out of five stars,Many options are not available in TikTok. Previously it was very best but nowadays it is going bad. A lot of functions are missing from TikTok. I request to the owner of the software please update it bring new features in it which make it better. From it many functions and effects have been missing. I am running this app from August 2023 because it attracted me with it beautiful effects now it is looking awkward. Please please make it more and more best and bring newness in the software all enjo
2024/3/22,Rated 5 stars out of five stars,tictok is astipped down version of the face book app that is designed to be more lightweight and data freindly it's perfect for use whole have limited storage space or slawer internet connections tictok lite retains the most essential features of the main tictok app such as posting updates sharing photos and and vedio and staying connected whith freinds and family it has simpler interface and cuns umes less data allowing for smoother browsing even in Low network condition overall tictok
2024/3/22,Rated 4 stars out of five stars,"TikTok used to be so good and fun to use but now since TikTok has taken away the slideshow feature for most of us and the app has gotten more bugs now, it gotten annoying, also not to mention they have taken away some of the most famous audios because they just refuse to pay universal music studio, TikTok please fix your app"
2024/3/22,Rated 2 stars out of five stars,I love the app! I'm looking forward to creating more on there! I don't like that the app can get slow when editing or posting a video. For instance today I picked out the cover of my video and it totally didn't set. Now my video has a weird cover. It's happened to me multiple times. I think there should be an edit feature for that specific default. Even for editing the caption! There could be a lot of great fixes! Please listen to your users! ð¤ð«¶
2024/3/22,Rated 4 stars out of five stars,"Great app, I love all the relatable, funny, and useful content on here, but sometimes there are problems that occur that are really not supposed too. I don't know if anyone else has been having the same problem as me, but my recently every time I like a video from my fyp, it doesn't appear on my profile in the liked videos section. I tried refreshing multiple times, I don't have to update the app because it doesn't need to, and I have cleared out any other tabs that may be open on my phone."
2024/3/22,Rated 2 stars out of five stars,"The app is great, I love being able to save TikTok's and watch them offline or send to a friend. But here's my problem, I heard of Message DM on TT but I have no way at all of using it! Plus I can't do the slideshow as in sliding the images, but my friends can do these things and I can't, I'm frustrated with it and don't understand one fricken bit why I can't use these features..."
2024/3/22,Rated 2 stars out of five stars,"We like the concept and using this app. Just the glitches along with finding that for our Galaxy S9 it has lesser features than our Galaxy S7 did. Effects are much lesser, which could do with a search option along with many other features, such as when editing a video sharing we have to search through all of the editing effects only to find they move around based off of how much we use them until a new one comes in and shakes it all up, we need a search option along with an *Add to favourites*"
2024/3/22,Rated 1 stars out of five stars,"i have used this app regularly for over a year. i really enjoyed until the most recent update. now, between tabs, it does this awful ppt transition on the screen. like it spins the entire screen a couple times and then goes back to where you wanted to go. it's not only deeply annoying because the transition is too long and too overt, it causes a headache. i like tiktok and the info i get from the creators i follow, but this update is the most bizarre and unnecessary app change ive ever seen."
2024/3/22,Rated 1 stars out of five stars,"The for you page isn't for you anymore, every third video is an ad and it repeatedly shows posts I've deliberately clicked ""not interested"" on. At least vine went out with a bang"
2024/3/22,Rated 1 stars out of five stars,TikTok removed the add comments to repost. That was one of the best features in my opinion & taken all of the music that we actually like away. I had A few sounds saved as favorite & now they're completely gone.
2024/3/22,Rated 5 stars out of five stars,I personally just went on the app store after having this app for a long time to actually rate it. Why is it 5 stars? They constantly do updates and listen to us as viewers. They added a function where you can add the music you hear from the tiktoks. No more searching the song or asking in the comments. Love this app
2024/3/22,Rated 2 stars out of five stars,I absolutely cannot stand the amount of bots all over. The fact that reporting these pages does nothing at all while they continually post inappropriate stuff and fake engagement with some amazing content creators. This is honestly ridiculous. And you can easily tell they are fake pages but somehow you guys can't figure that out?!
2024/3/22,Rated 2 stars out of five stars,"Become boring, keeps adding too much, like the tiktok store. If you could make it so my feed is more like it was a few years ago instead of having three or four different pages to scroll."
2024/3/22,Rated 1 stars out of five stars,"Very bad. They added a new feature of downloading offline videos, but if I am offline and turn the wifi on, the ""offline"" videos will instantly not work anymore and are going to be wifi needed to watch"
2024/3/22,Rated 5 stars out of five stars,"Excellent. But please update a version to attach screenshots, pictures, and videos in the comments, will make it an excellent interactive experience"
2024/3/22,Rated 2 stars out of five stars,"2 year update. Would be nice if there was an auto scroll or something. I had already bought a little ring to click so I don't have to touch my phone..... Secondly, can we opt out of all the damned TT shop videos?!?? And that thing on the screen that says to add whatever?!!!"
2024/3/22,Rated 1 stars out of five stars,"A good app to pass time but after a few tiktoks the next ones start to lag. I have good internet and yet this still happens to me all the time. It's been happening for ages now too and I like how TikTok refuses to fix it. Then we have the 'just watched' button. It's useless, it takes forever to get to the video, even if it's just one little scroll away. Please fix these problems"
2024/3/22,Rated 1 stars out of five stars,Tried to sign up as a seller hit back button during the process and now can't log into.my tic tok. There is no way to contact anyone for support. Absolutely frustrating
2024/3/22,Rated 2 stars out of five stars,Get ride if the auto refresh. It's crazy annoying when you accidentally hit your page and go back and it refreshes. It should stay on the video you were watching. It's turning into all advertisements......
2024/3/22,Rated 3 stars out of five stars,"Not sure what happened in the latest update, but my following tab has completely disappeared. I tried uninstall ING and re-install, which worked for a night. The next day the following tab was gone again. Please fix."
2024/3/22,Rated 1 stars out of five stars,"The app keeps changing interfaces and my ""friends"" tab keeps getting replaced by a ""discover"" tab that prevents my ""for you"" videos from even loading. I can uninstall/reinstall the app and it acts normal for a short time before the app goes right back to malfunctioning/freezing and the ""friends"" tab is gone again. I really love Tiktok and want to keep using it but it seems to only be geared towards Tiktok shop now, rather than connecting with the friends I've made. It's incredibly frustrating."
2024/3/22,Rated 4 stars out of five stars,"Why take away the search feature for followers/following lists? This is a really useful and important feature. Taking away functionality/features is never a good thing. This makes the app way more difficult to navigate and therefore less enjoyable. Also, those lists should be able to be sorted numerically and alphabetically. Lastly why is there no dark mode. Make the app better not worse. *Edit: search bar is back"
2024/3/22,Rated 4 stars out of five stars,"I rarely have any complaints about this app but my number 1 problem is this: there should be a way to sort favorited audios into playlists like videos. As someone who makes videos, I have collected thousands of sounds to use but most are almost completely unaccessible due to the amount of scrolling that would need to be done. If a feature to sort them was added, I would definitely give 5 stars."
2024/3/22,Rated 2 stars out of five stars,I deleted the app temporarily and when I downloaded again it forced me to make a candybarrrz2. I unlinked this page from my email and I'm receiving notification emails for my regular account but I'm only able to access reactivation for this duplicate account. I'm pretty upset.
2024/3/22,Rated 1 stars out of five stars,Great app!! With slight network issues it freezes from time to time. You can't scroll up and down. Freezing all the time you can't even scroll. This app should require some maintenance. It's getting worse. Updated and it's glitching again. Less freezing issues and glitching then it's alk gonna be fine. It mutes the music when going on windows. Says tt isn't responding half the time. App is malfunctioning freezes all the time and update takes half my phone memory App is gone down crashing
2024/3/22,Rated 3 stars out of five stars,"Every time I click not interested in live videos, tiktok pushes more lives on my fyp. Explore page gone? Comment section is tiny. Then there's more disturbing things on here. It's becoming more like Facebook"
2024/3/22,Rated 3 stars out of five stars,"I really enjoy tiktok, it's a great way to fill up free time. But I'm constantly having this glitch where my tiktok is stuck at an old version. My repost button disappears then turns up randomly which I find is really annoying and I'm missing alot of features. I've tried updating which hasn't worked and I've also tried reporting it as a problem but nothing happened. I'd would really appreciate if you fixer this."
2024/3/22,Rated 5 stars out of five stars,Love this app its so useful and teaches me things that I wouldn't know and the algorithm is amazing and based on your likes and super amazing for people to connect better then other social media apps because of the amazing features intergrated.
2024/3/22,Rated 1 stars out of five stars,"It is CONSISTENTLY removing the feature to speed up tiktoks because they want more watch time. I was able to press and hold at the edges of the screen to go to x2 speed, now that feature is GONE for me, had the ability to press and hold anywhere to get more options, including the option to select the speed of the video, and now the option to control speed overall is GONE! That is not the case for my friends so I assume I randomly got picked to be a part of this so they can see how it affects us."
2024/3/22,Rated 1 stars out of five stars,"The content on the app is enjoyable and, sometimes, informative. However, the new pinwheeling screen transition between menus is headache-inducing, and makes using the app 1000% worse. I have tried reaching out to the support team in the app, but have not gotten a response, and there is no settings option to turn it off."
2024/3/22,Rated 3 stars out of five stars,"The app is really amazing and I've been using it for years now. My only issue presently with the application is not being able to schedule contents as a content creator and a business owner. Sometime devices may not be available at the right time for contents posting, if this feature is added I believe it's gonna be one hell of an app for creators and business owners to enjoy. Thanks. Best regards, Odaf"
2024/3/22,Rated 1 stars out of five stars,"Downloaded it on my device for the first time keeps having a pop up saying I'm banned even though I can sign in on my other devices and I'm not actually banned. Can't even sign in cause of the pop up. Would rate higher if tiktok would actually like let me sign in on my new device. I've also would report the issue but 1 I can't sign in to report, 2 I can't report the issue from another device but I can't cause you can only report issues in the app, 3 the support pages are of no help with my issue"
2024/3/22,Rated 4 stars out of five stars,This app is really good but of you have a phone thats not an iPhone you dont get the same features and have less filters and options (I still don't have tilt ok shop and dont have the option to post slide show pictures)
2024/3/22,Rated 3 stars out of five stars,"It's little glitches I get after being on there for a little while (for me 10+hours) it used to be a live video every four videos now it's a live every two videos,sometimes three and it's getting out of hand. I know it shouldn't be that big of a deal but the lives be so unhinged,so abnormal and it's just getting on my nerves it's like basically an ad and I also have ads too but only some rarely times when I open the app. I just wish there was a feature where we can disable the lives."
2024/3/22,Rated 4 stars out of five stars,"Overall good, but I'm having trouble with the ""repost"" feature. It only lets me repost and see who reposts videos when I initially download the app, once I close it, it doesn't let me repost, the button just disappears yet the repost ""tab"" when I go to my account is there. The repost button only appears once I uninstall the app and reinstall."
2024/3/22,Rated 5 stars out of five stars,"It's not laggy, it's not Constantly trying to have pop-app ads or have a text messages or anything like that and it's really good because. You can have like unlimited friends . These notifications that someone liked something or like someone. Like a post that you did. It'll just be on the thing that's. On the bottom of your phone or tablet or any other devices."
2024/3/22,Rated 4 stars out of five stars,"Scrolling through your favorites is annoying. For example, you scroll down and down and find a deleted tiktok and you press it to delete from your collection and the page refreshes you back to the start. It's so goddamn annoying, make scrolling your favorites easier please."
2024/3/22,Rated 1 stars out of five stars,"I've had tiktok since it was musically and always loved it and every update. This new update, however, has completely ruined the repost feature. It's annoying and inefficient. I liked being able to comment on someone's repost. Now though, to comment on a repost It's not gonna be in the original comment section of the video. I also can no longer download videos before posting them with the new update, which was a great feature to have. It would also be nice to be able to search slide shows."
2024/3/22,Rated 3 stars out of five stars,"Constantly flooded with bots, content is repetitive. Would like a function to find real or even local/nearby people and content. Instead I get clones of real accounts following me, messaging me for information. There is no practicality in social function. The editing process is clunky. Could use extensions that provide more personalized control of the experience. Ads are also becoming more intrusive and annoying. Many more notes, but it is what it is. Safeguards could be better as well."
2024/3/22,Rated 2 stars out of five stars,"As much as I love the creators and art on the app, it's UI frustrates me to no end. With every update, I lose a feature that made things easier for me. I lost the timeline so I can't scrup through videos. I have no search bar for my following list so I have to search for people I follow in the main search bar, which is a hassle. When looking through people's TikToks on their page, the page will scroll down as you keep going through their videos. But doesn't do this on your favorites So annoying"
2024/3/22,Rated 2 stars out of five stars,"they've pushed tiktok shop so much recently and now it's basically all I've had on my ""for you"" page. between the tiktok shop stuff, promo and sponsored videos and livestreams of those npc people I don't get almost any normal videos. and the screens for when you open your notifications now zoom in and out fast causing me headaches. making a tiktok with a sound now spins the entire page while it loads making me dizzy. do better tiktok"
2024/3/22,Rated 1 stars out of five stars,"The app needs a feature to be able to hide persistent UI elements, I got screen burn in because of it. This is an issue reported by many users but nothing has been done to mitigate it."
2024/3/22,Rated 1 stars out of five stars,Playback speed shortcut (long clock right side for faster or left side for slower) no longer works on Android (why would anyone click 3 buttons to speed up or slow down one video). this makes it unusable for me.
2024/3/22,Rated 4 stars out of five stars,I will say tiktok has discriminated android users as they never added dark mode on the android where as they add dark mode on iPhone and an update to see my oldest favourite videos without scrolling all the way down. Tiktok should add an feature where we could just click and see our oldest favourite videos.
2024/3/22,Rated 1 stars out of five stars,"No support for age verification. As flattering as it is that you guys think I could possibly anywhere in the realm of 18, I am 30... I have restricted live features and can no longer see TikTok shop. I have reached out to support multiple times and never receive a response."
2024/3/22,Rated 4 stars out of five stars,"Great app, but for over a year now, I haven't had the playlist feature nor the story feature. I am on the latest update too!"
2024/3/22,Rated 4 stars out of five stars,"Tiktok is honestly the BEST APP I have downloaded, you can watch videos or make videos and post them, but if you want to make videos and just keep them, then you need to sign up, but what if you dont want to sign up? Why did they change this feature??!!! Edit:LIES I TELL U, DO NOT DOWNLOAD"
2024/3/22,Rated 3 stars out of five stars,Most of the time when i open the app it completely glitches out my phone to the point it don't want to turn off when i press the power button multiple times. Another thing is that the room for characters in the comments section is sometimes annoying because an opinion is bigger than the character limit resulting in me deleting the entire comment because that said opinion can't be summarized withought crucial details missing
2024/3/22,Rated 2 stars out of five stars,"Kinda dumb that you can't change the aspect ratio on Tik-Tok. The videos I see on one of my phones fit the screen, the other phone I have I can't see the full video. The new update gives me the ability to go to the common to be able to see the full video, but I cannot see the full video the edges and everything, if I don't hold down to look at the comments"
2024/3/22,Rated 3 stars out of five stars,Kinda lame you can only comment 2 sentences on a post. Then report scammers and they send a message back talking about they see nothing wrong with the page. But I guarantee they want click to claim the prize. Constantly see adds that I said was irrelevant and didn't wanna see no more. But I guess it's better than FB but that ain't saying much.
2024/3/22,Rated 1 stars out of five stars,"Have used this since musical.ly and I have always loved it but since the new update I cannot get into the app. Like every time I click on the icon on my home screen it flashes the black screen with the logo for a split second and then closes again. I am absolutely not gonna uninstall it, I have so many important drafts but I actually can't open the app. I'm so mad at this."
2024/3/22,Rated 2 stars out of five stars,"Android version needs dark mode. Bio should be 100 characters max, we should be able to block audios, and the blockable keywords should be increased to 200. Profile banners would be cool, too. Also, I'm getting videos with blocked words still appearing in my fyp. Maybe make the available features actually useable???"
2024/3/22,Rated 1 stars out of five stars,"The app was going great when they suddenly removed my ability to add a location which resulted in a massive drop in engagement. I reported it several times. They replied that using location is only available to select people when I HAD access to it just a week before, I explained this to them and they responded with the same reply. This is a STANDARD feature of any social media app and it seems like they don't want to fix it for me. I uninstalled and reinstalled and am still having the issue."
2024/3/22,Rated 3 stars out of five stars,"I can't with the constant disappearance of features I was using whenever there's an update. I can no longer make video responses to comments, now? WTH? It still works on other devices with older versions but not on my phone with the latest update ð¤¦ð¾ââï¸ð¤¦ð¾ââï¸ð¤¦ð¾ââï¸?"
2024/3/22,Rated 4 stars out of five stars,it would be awesome if the Tiktok added a live option to the app in Pakistan server. It would make the TikTok experience even more exciting and interactive! I'm sure other users would appreciate that feature too.
2024/3/22,Rated 5 stars out of five stars,"Please allow us to send voicenote via DM. That feature would be greatly appreciated,thanks much. Also would love to have voice and video call features as well.ððð I'm truly loving and enjoying the app otherwise. I hope my request is appreciated and greatly considered."
2024/3/22,Rated 2 stars out of five stars,"I removed a star because advertising has increased. If I see more increase in advertising, I will delete the app. New: The new page transition gives me a headache. Change it back, please."
2024/3/22,Rated 5 stars out of five stars,"Always loved the app and how tiktok has continued to advance. The new update though, when you click on a message or profile, the transition to the next screen is horrendous. At first i thought it was just my device, but it apparently is everyone. I'm not sure if it was an attempt to jazz things up or what, but, that definitely is a no go for me. Please take that out of the next update lol!!!"
2024/3/22,Rated 2 stars out of five stars,Repetitive videos popping up back to back even if I choose not interested. I've noticed when I view the creators store then go to a different person's store the item from the first person's store will appear and will continue to do this until I come across a live page.
2024/3/22,Rated 3 stars out of five stars,"A Well made App, A good interface with texting videos and search bar. But the algorithm is a little unpredictable at times and can make the experience less enjoyable, also this app is being banned in some areas because of the way it's shown to children. Over all I give it 3 stars, I've been holding off on it, but I'm downloading it because its more popular. I recommend this app if you don't like YouTube shorts or any other short form of video."
2024/3/22,Rated 5 stars out of five stars,Live opening problems live option show Nahi hota ha plz help me for you thanks ðð The best feature like most intiktok is use this Any template and ican easily edit videos with just 1click and it's a great way to spend my free time it includes all kinds of good content Includes art video template video graphics photography etc where I can get all the benefits of the facility of upload video and tutorial ofvideo thanks you
2024/3/22,Rated 3 stars out of five stars,"TikTok is a good app I enjoy it but there is somethings is are overbearing, we business people, we cannot send pictures or videos to our clients only text please add that feature, some of our clients may need samples of our works but we cannot show them so we loss some clients, please that pictures and videos button is needed please ð¥ºð¥ºð¥ºð¥ºð¥ºð¥ºð¥ºððððððððððððððð¥ºðð¥ºðððð¥ºððð¥ºð¥ºððððð¥ºðððð¥ºð¥ºð¥ºð¥ºððð¥º"
2024/3/22,Rated 5 stars out of five stars,"Great app I have loved it for a long time but I have a suggestion, you guys should make a feature where you can make a video visible to only certain friends/people. It would really be helpful"
2024/3/22,Rated 4 stars out of five stars,"Tiktok is a good app! Im happy with the app, but when a ad pops up at the side, I cant seem to get hold of the x button, instead it opens up the ad. But I'm happy with the app â?
March 22"
2024/3/22,Rated 1 stars out of five stars,people send me links and other social media I open it and it goes to like the browser interface for tik tok and there's no button I can click that will get it to open that link in actual TikTok it's now taking me to the Google Play store where I click open and then of course it doesn't show me the link I was trying to follow into TikTok utterly frustrating
2024/3/22,Rated 1 stars out of five stars,"The following tab disappeared, the app stopped counting my followers even though I got notifications to say new followers and even people messaging me saying that app is constantly removing their follow when they try to follow me like tiktok is purposely stopping me gaining more followers. Algorithm does not recommend videos that I'm interested in, just spews adverts at me. Totally rubbish, they broke something that used to be amazing"
2024/3/22,Rated 2 stars out of five stars,Overall a fun app to watch videos and make videos but tiktok just kinda removed my repost button and I apparently can't swipe on slideshows anymore? What's going on? I checked for updates and it says it's all updated so what's the problem. Please fix this tiktok!
2024/3/22,Rated 3 stars out of five stars,"It's a great app but the thing I find stupid is the ""you're tapping too fast, take a break."" It's should a feature that can be turned on/off please fix this took"
2024/3/22,Rated 1 stars out of five stars,"Bru is this app discombobulated or sum bc why when I redownload the app n I open it the update is goneð, n when I go to the play store it doesn't want to give me the update button.. I don't have reposts anymore, I don't have the discover button anymore I can't see my repost bc I don't have the repost button n I also can't see others reposts, I also don't have the stem category no more, tiktok something is wrong wit ur app n u need to figure it out b4 it vanishes like musically, thank you"
2024/3/22,Rated 3 stars out of five stars,"It's good ig, one of the major issues I have though is reposts, I had it for like an hour until the button completely disappeared and I can't get it back. There is nothing to update, so I have no idea what is happening."
2024/3/22,Rated 1 stars out of five stars,I would of never thought I say it but your developers are ruining the TikTok app with dumb updates. TikTok you should test a feature with people or give us a classic setting to avoid it. One star is for countless dumb updates. When you flip to the next screen now from a Live it makes me feel cross-eyed. This update is a true fail!
2024/3/22,Rated 5 stars out of five stars,"I feel that tiktok os an amazing app to keep you entertained throughout the day .i absolutely love the app .tbh i havs not had any problems with it . It keeps you updated on the latest trend and do u know whats the best part,you can choose what you want on your foryoupage .i 100% suggest you try it out .ð"
2024/3/22,Rated 2 stars out of five stars,"It's great and all but has alot of Spyware in it. Also, the repost feature goes away after you refresh the app,, its weird.."
2024/3/22,Rated 1 stars out of five stars,Want to open a tiktok someone sent you well too bad links you to the app store page you press open app it opens a random tiktok every. Single. Time.
2024/3/22,Rated 1 stars out of five stars,"I have this one account that I post on but every time I tag the person I get my ideas from tiktok always says it's not for the for you page because it's ""unoriginal"". They do it to all of my videos and I cnt even get views because of it, i think that rule is stupid, many people want to get there video's on the for you page but tiktok won't allow it even though it's not violating the rules, and it's unfair because there are many other videos that post the same thing but mine cant be on the fyp"
2024/3/22,Rated 5 stars out of five stars,This app is the best lot of content and influencer. Although I don't now how to get on tiktok pages so I would love tiktok to make it easier to access
2024/3/22,Rated 1 stars out of five stars,"I pressed the update, and now every single time I try to exist a video, the screen spins around until it stops, so can you please do something about"
2024/3/22,Rated 4 stars out of five stars,"It would be cool if you could block a sound like you can block an account. The ""Not Interested"" feature barely does anything, as I'll still see the same sound on my for you page."
2024/3/22,Rated 4 stars out of five stars,"It is a wonderful app to use! But I have a problem and some people also have the similar problem as me. I cannot find the favorite button anymore when I try to favorite tiktok video, I am hoping Tiktok you will fix this problem because it is infuriating and annoying for most of all people who have the same problem as me. Overall it is a good app, JUST PLEASE FIX THE PROBLEM"
2024/3/22,Rated 3 stars out of five stars,I can't search or properly use filters I have uninstalled and reinstalled multiple time but don't have this feature and also can't use the story or photo features and no updates available ð
2024/3/22,Rated 5 stars out of five stars,"I really love this app, I love how you can see the whole world by an app, this is really entertaining, we can make new friends by following eachother and describe ourselves by sharing videos, it is my best experience among apps, but I would like to request two things,1:call , it would be very nice if there was a call button 2:save button in photos, videos it would be amazing if u could add these we can see the photos, videos in gallery and not swiping up(sorry bad English, second language)"
2024/3/22,Rated 3 stars out of five stars,Tiktok is an awesome app with loads of features but when trying to do a photo trend it doesn't work. It worked before and now when it posts the video pics don't get views even though I add hashtags too please fix this problem it's very concerning now Please fix it ASAP Thank You
2024/3/22,Rated 4 stars out of five stars,"It's good but the ads are messing me up, when I don't even swipe it still takes me to the ad page and such, the new updates like the repost button moving I don't like but besides that it's a good app to past time, I would recommend it!"
2024/3/22,Rated 5 stars out of five stars,"TikTok provides a captivating platform for creative expression and connection. Its user-friendly interface, diverse content, and innovative features make it a fantastic app for sharing and discovering engaging short videos. I highly recommend it for those seeking entertainment and inspiration!"""
2024/3/22,Rated 2 stars out of five stars,"The app is great, but I hate that android users like me are left out from getting dark mode and many other features that apple has. I recently got a new phone, but my old one has the post video button and the like button burned onto the screen"
2024/3/22,Rated 4 stars out of five stars,"This is me editing my review because TikTok has become my favorite app by far. And I like all the videos I watch, this app is simply the best. However I believe it's high time we get the dark mode feature for the app. This would make it way cooler because the glare is just too much. I hope developers review this new comment and see how best it helps, thank you!"
2024/3/22,Rated 1 stars out of five stars,"I've had a lot of issues with tiktok removing my re-posts and likes from videos. There have also been certain features removed. The last 3 weeks I've noticed my FYP just repeats, or will show me VERY old videos. A LOT of glitches lately. Disappointed"
2024/3/22,Rated 4 stars out of five stars,Honestly great aside from the stupid green screen your own story button. Kinda blocks a good portion of the screen which is kinda annoying when you're trying to watch a video. Other than that solid
2024/3/22,Rated 2 stars out of five stars,"they keep on removing perfectly good features for diff fonts and I'm tired of it (pin comment, repost comments, Tik Tok photos and many more) the overall app is alright and entertaining but they should add being able to look up slideshows on search"
2024/3/22,Rated 3 stars out of five stars,"I like it, it's mainly one of the apps I use just to watch videos whenever but recently the comments haven't been showing, and there's some videos where it's just a black screen with no caption or buttonsð¤·ââï¸?
March 22"
2024/3/22,Rated 1 stars out of five stars,"I hate the new comment I am unhappy with the new way of viewing comments on the app. I think that the new feature, which shows the comments on a separate screen instead of overlaying them on the video, is bad for the user experience. I think that this feature makes it harder to watch the video and read the comments at the same time, and that it disrupts the flow and continuity of the content. So plz change it"
2024/3/22,Rated 3 stars out of five stars,"......tiktok, why do you keep updating everything? i really liked how tiktok was, but with this new update, anytime i try to save a video, it looks so different, and the comment section too i personally dont like those drastic changes i still like the app but pls don't change stuff that doesn't need to change ðð­ðð«¶"
2024/3/22,Rated 1 stars out of five stars,"I don't know what the problem is with your algorithm, but bombarding me with videos exclusively in languages I do not speak, and ignoring the 100s of not interested button presses reserved for them is getting very annoying."
2024/3/22,Rated 4 stars out of five stars,"I have a complaint to make about this app. While I'm making my post, I don't want the quality to be bad but I can't seem to find the high quality button on ""more options"" and it makes me really upset to see my videos on absolute trash quality. Why doesn't the high quality button work for me?"
2024/3/22,Rated 2 stars out of five stars,Honestly.... the older version of tiktok is fun than this....you get to search for filters and stuff and the updated TikTok there is complete nothing the button doesn't show.....please bring back older version
2024/3/22,Rated 4 stars out of five stars,"This app is fantastic, im on it like 24/7 but what i dont like is that it takes a long time before mine updates to the new version while everyone has theirs already and im still waiting. I dont even have the explore page or zoom out"
2024/3/22,Rated 2 stars out of five stars,"With the latest update, videos I ""like"" from inside my inbox do not stick -- they do not show up in my Liked videos and when I go back to the videos in my inbox they show as not liked. Issue is not happening with videos liked from my FYP nor on my Pixel Tablet. Please fix!"
2024/3/22,Rated 3 stars out of five stars,"For some reason on my second account on here I can't see the favorite button at all as in it's not even a choice, and yes I updated the app and cleared the cache but it still isn't working if you know how to fix this please tell me."
2024/3/22,Rated 5 stars out of five stars,"""I've been facing a significant issue with my TikTok account where I haven't been receiving views for the past five days. This is a crucial concern for me as it impacts my experience on the platform. I appreciate TikTok's features but would like prompt assistance in resolving this matter to continue enjoying and engaging with the app effectively."" It is very Requested to you that solve my problem Best Regard @ahmadwazir471"
2024/3/22,Rated 2 stars out of five stars,How is it even with the update something as simple as removing sound added in the middle of the clip isn't possible but we can remove the filter? And why can't I keep recording on videos in my drafts section? This is ridiculous
2024/3/22,Rated 1 stars out of five stars,"If I could give 0 stars I would. The reporting system is so broken. I've reported someone's account because it has incredibly inappropriate content, but apparently no violations were found, and I saw a video where a solider was being treated horribly so I commented that I feel bad for the solider, and my comment got removed without any specific guideline I ""broke"" and when I went to appeal the only process was pressing the appeal button, and my appeal was denied"
2024/3/22,Rated 2 stars out of five stars,"There's changes. And the new changes I hate, theirs, stem, what is stem? I don't need stem. And if you stay on TikTok for to long maybe look like an hour this screen will pop up say ""are you ready to take a break?"" And you have to put the numbers 1-2-3-4 . And there's other things that I don't have but other people do. I don't have TikTok shop but one of my friends do. And my friend told me to update it but I didn't have to. So what's up with that?"
2024/3/22,Rated 2 stars out of five stars,I have this problem where I'm missing features like repost and dark mode is not about my phone either my friend have a worst phone than me and he still get those features. I tried clearing my data and cache just to have the repost button back but when I go back onto tiktok is gone
2024/3/22,Rated 1 stars out of five stars,"Latest update is garbage. Sound stays on when you click on other apps, ads every third video, re-arranged location of buttons, will not allow you to report hate comments/accounts."
2024/3/22,Rated 4 stars out of five stars,"Nice and amazing app, but i need a favor from you guys, make it easy to have ""mobile gaming option"" button. Also, i have an advice, why dont you have share with PlayStation to add ""tiktok"" on broadcast field area, starting on ps4+? Same as, there is YouTube and Twitch there, please think about this admin/developers. Best regards ðð"
2024/3/22,Rated 1 stars out of five stars,"I had a 10 minute feature and now its a 3 min feature and I uninstalled and re-installed it again now it's even worse hate this honestly this needs to be fixed also there is so much bots like fix all of this this is honestly annoying and I can't even use specific filters the 10 min feature and now it's back to 3min feature honestly I had no problems until today smh and I keep getting banned from this app ""cus I don't reach the age requirement when there are 7 year olds on this app smh"
2024/3/22,Rated 1 stars out of five stars,"Features always changing for the worse (removing repost comments, removing manual translate button, still no dark mode) moderation is very bad (spam bots everywhere, your comments can get deleted even for valid criticism) many things not working (FYP not aligning to interests, web version works better but does not have slideshows) support not answering at all (even if they do it's only for security and even then it's an automated response like you haven't read the faq????)"
2024/3/22,Rated 1 stars out of five stars,"Trash. I got a new phone and when I tried to open my account on my new phone, said my account was suspended... for a whole month all I got was auto responses and dummies repeating previously stated steps that didn't work in reuniting me with my page. So now my page is dying and I did 2 years of work for nothing. They sensor too much. If your a content creator, I'd use another platform."
2024/3/22,Rated 2 stars out of five stars,"I want to make so much vids but I can't because I don't have the photo feature , I'm doing all the updates , I have sent them a report , an email and still nothing , when I have the photo feature I don't have the switch photos one . Like what am I supposed to do ? Hng myself from a tree?Fix it ð¥°"
2024/3/22,Rated 3 stars out of five stars,"I honestly find it sad how more features are available to IOS than Android. They've got features added like dark mode and being able to post slideshows, and Android is blocked from these features. How is that fair? Why can't all users on whatever platform get to experience these features? Would've liked this app more if it were available to Android too."
2024/3/22,Rated 2 stars out of five stars,""" Fix Your App "" I can't follow the users i want to follow it's been 5 days now and i still can't follow anyone i have restarted my phone uninstalled the app multiple times and its still acting the same I've done everything support told me to do and still nothing this my new page too and not wrkin at all fix plz it's been 5 days fr i can't screen record nothing i don't have an iPhone no more the screen went black just help me out man damn ð¤¦ð¾ââï¸?y'all stressing me out with this frfr ."
2024/3/22,Rated 1 stars out of five stars,"Get rid of the recent update! It causes glitches, and it's super annoying for all these page transitions etc. The transitions serve no purpose but to annoy!"
2024/3/22,Rated 1 stars out of five stars,"Censorship of human rights content on this app is blatant. I've recently found the ""follow"" button to literally be missing from certain pages. I used to think that this kinda censorship was only a problem on meta but it's gotten really bad here too. I want an app that actually shows me the content I want to see, not cherry-picked content that someone somewhere has determined to be safe and allowed to go viral."
2024/3/22,Rated 2 stars out of five stars,"For some reason my for you page filled with unrelated videos. I've had this app for 5 years now and it never happened before but 2 days ago my for you page filled with ad videos and videos unrelated to the stuff I like. I spent years trying to build a for you page with things I enjoy and now tik tok gives me videos like I never even used the app before. Please fix this issue, even if I click the ""not interested"" on videos I don't like, the app shows me the same type of video."
