date,rating,comment,Category,Sub-Level,
12-May-24,Rated 1 stars out of five stars,"Earlier version of this app was great, this updated version is useless not able to read from photos not able to take pictures or scan and translate, As per your below msg, would like to inform you that I have have already tried this option of uninstalling and reinstalling the app but still facing same issue as stated above",Bugs,Features & UI,
12-May-24,Rated 2 stars out of five stars,i am responding to reply sent back to me in regards to tap to translate. i did not dismiss the floating icon. specific issue i am having now while using tap to translate occurs when i am using a messaging app (kakao). i translate the chat message in tap to translate. when i try to click on next message to copy the floating icon for tap to translate dismisses itself from the screen. i would need to either go to notification or the tap to translate home screen to reactivate it and the,Bugs,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Not as accurate as others (like deepl), and a hugely buggy interface. Some nice features that rarely get used are massively offset by an often unusable interface.",Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Still the issue persist to exist, the bottom line is no available languages and basically the offline translation disappeared totally from the app. I tried all solutions mentioned on the support page with no luck.",Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,I am in Italy & was using Google Translate to talk to my lawyer & immediately the app bugged out & it's not going past the intro screen. These kind of stuff has happened several times to me with your app & I have reported to you directly but seemingly you haven't updated anything. How can your app be reliable if you put me in these kinds of embarrassing situations?,Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Why can some devs fail so utterly and egregiously? The app and many functions now broken. The UI is terrible. It's simplified to the point of being useless. I hate when devs do the ""we have to change SOMETHING to look like we are doing something. We have to stay employed!"" That faux productivity that ruins everything. They literally don't even use their own apps. The underlying code and translations are extraordinary. Yet the simplest thing, the interface, they break on a whim.",Bugs,Features & UI,
12-May-24,Rated 2 stars out of five stars,"It's nice app.. but ofline downloading is not working. I don't have any internet or storage issue, and I even reinstalled it but still it's not working. I have used this app before and it was perfectly working but after formatting my phone I installed it again and from then ofline downloading is not functioning.",Bugs,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Have noticed that on every new release made by the app, once it's been installed/updated, the Offline Translation section becomes unavailable and the only solution is to delete the app data and re-download the languages. Please fix the issue.",Bugs,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Translated Chinese to English (from Amazon packaging). No issues. I would like the ability to save the translated image; if I pause and do a screen capture I get the ""continue"" message overwriting the image.",Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,It was not a great experience after update. It stopped allowing me to use split screen option which i used to do frequently for reading English newspapers. Please allow the app to use split screen. Kindly fix this issue.,Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Stupid Interface! Interface is supposed to be user-friendly, not anti-user! If the old version is not back in business then I am compelled to replace Google translate and with another application. And please do not ask me to describe the issue on some other platform if issues cannot be picked up from here.",Bugs,Features & UI,
12-May-24,Rated 3 stars out of five stars,"I had annoying issues with this case: early I very often use feature ""tap to translate"" and copied text to translate. BUT now - the app icon shows on the screen permanently and not dissapear!!! It keeps bothering all time :( the app has been updated to the latest version on play market.(may 17, 2020)",Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,"""Can't translate. Check your connection and try again."" I download all languages, restart the phone/app, clear cache, uninstall/install, restore factory setting, do cartwheels with strap jacket on. Nothing works. Go to goo.gle/2tkDc6j for expert help. Same complaints. No solution. Google LLC, have mercy and inform dev team, your higher ups, Larry Page, anybody who can fix this issue. I don't have a great command of English. You may misinterpret what I'm saying. That's why I need this fix.",Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,In recent update from Android 10 . On copying the text widget doesn't open. On close it need to manually open when copying text. Previous version work better. This have issues,Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,It's new update is very Irritating please try to do something. It's old version was much better than new one. New version is very annoying and unnecessary cover all screen. It's new update have lots of bugs please do something for us.😟,Bugs,Features & UI,
12-May-24,Rated 5 stars out of five stars,"It's all nice and stuff, app actively uses context to translate, but it's been many updates and the bug which disables split screen hasn't been fixed yet. (upd: it finally works!)",Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,"totally misdeveloped app, many features are just opposite ,like delete history should be swiped right to left and history menu should be open from downside to upside. earlier google apps were ease of access now totally confusing,every app has same issue.",Bugs,Features & UI,
12-May-24,Rated 4 stars out of five stars,This app helps me alot to translate and it works fine but after last update this app has disappeared from the home screen and when ever I have to translate I need to open the app from play store... I hope you will fix the bug.,Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Tap to translate button does not goes away, need to close app to hide the button. Please fix this bug. If I drag it down to hide it, then to show it I need to open the app and go through settings again.. it does not show up by itself.",Bugs,Features & UI,
12-May-24,Rated 5 stars out of five stars,"I like Google translate very much. But after last updates I found one issue: when Tap to translate is enabled, icon is active always. It is annoying, why it is not hiding as before? It was more comfortable.",Bugs,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Bug .Floating widget or window in transcribe completely missing after this update. Tap to translate floating window has no any changes. Add an option for copying text from saved text( Voice Transcripted) to doc or keep and clipboard , currently available in maximum in paragraph only",Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The old Google translate was much better than this, this have so many bugs and also I can't take a translation with camera properly, its so hard than the previous google translator. Hope google change the translator back like the old interface.",Bugs,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The new design is unintuitive and broke some functionality. I now have to keep the tap to translate bubble onscreen at all times. Previously it would appear automatically when I copied text. It doesn't do this now. The font is too large. The update is horrible and I hate it. I sideloaded an older version. Edit: thanks for the response google, but the new version still doesn't pop-up tap to translate.",Compatibility & Update,Features & UI,
12-May-24,Rated 3 stars out of five stars,"I don't think you guys were understanding me correctly. On my old phone I could leave tap to translate on at all times. As soon as I'd copy something the icon would pop up, I'd click & read, exit out, and it'd pop right back up the next time no problem. But now, if I have it on, the icon stays on the screen constant. If I swipe it off, it turns off. So I'm constantly having to go back & forth turning it off & on. I don't like that, & i don't understand why the app updated to be inconvenient?",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Seriously, this history thing is really pissing me off. At least give me a button on the main screen to quickly access history. Don't make me go up into a layered hidden option. Not even all of my history is saving. It's more sporadic, if it's in the mood to save. It was better before the update. Thanks for screwing up a perfectly good app, Google. Good job.",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Since the latest update this app is absolutely awful and this seems to be the consensus. As most reviews I've read state, it WAS working fine but now it's so problematic. Not only is the popup option always on or off but even if I've set it as tap to translate enable mine doesn't even appear permenantly. Also with voice input I've clearly noticed it doesn't want to accept all the words, for example if I say a phrase of 3 words it's definitely has problems registering more than the first 2 word.",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"If it ain't broke don't fix it. This UI is awful, it takes too long to find my history. The interface doesn't even make sense to me. Everything is too big. Reverse translate doesn't work right. If there is no way to revert I'll be moving away from Google products. Between this atrocious upgrade and the FUBAR of Google Lens I'm extremely displeased and unhappy. How do I revert to the previous version? The makeover was unnecessary.",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Dont update! I updated to the latest version, but the new UI doesn't do the job anymore. There is no more two sided translate, now you speak you language, they hear it, then you must back out of that page and select language two then they speak and you hear it, then back out of the page... rinse and repeat. It's not usable this way. Fortunately I did not update in my other phone, so when I'm home we talk with that phone. This phone I switched to Microsoft Translator which sort of gets it right",Compatibility & Update,Features & UI,
12-May-24,Rated 5 stars out of five stars,"In general & functionally it is a very good app just recently: the ""tap to translates"" function got some problems after your last update. 1- now it is alway on the screen the way is bothering! 2- after killing it, if I want to have it again, must go to app setting to reactivate 3- this translation ball's function also got some problems itself! sometimes runaway from my finger touch! and hide at the top right corner of the screen! appreciate your attention 😊🌹",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,The GUI of the update is horrendous. Every advantage of the older version is functionality worse. If I want to write a character from another language it takes 2 or 3 keystrokes more when before it was one. I can't write in slip screen anymore! Everything is so big. Tap to translate is broken. Please just let me go back and no more updates.,Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"""Tap to Translate"" is not working properly. Previously it translates a copied word with a tap in floating icon. But now it has to paste the copied word separately in the floating icon to translate. Previous version was way better. Update - 30.6.2022 Same problem again. Tap to translate is not showing the option in which you can just tap the icon and translate. Now you have to clear the field and paste everything to get the translation.",Compatibility & Update,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Where can I get previos version, please ?,I have uninstalled and reinstalled many times Including trying to change the config in Setting and finally restart the device .. the problem is whenever enable camera,It will show the image from the camera for a few seconds and then return to the main menu screen. ** Unfortuned, after performing automatic upgrades(Jul25), the device no be longer to translate from the camera. อดีต.(ราคาไม่มีแต่ดีมากๆ ขอบคุณมากครั�?",Compatibility & Update,Features & UI,
12-May-24,Rated 4 stars out of five stars,Tap to translate bubble always on Hi there. I am running pixel 3 XL and have just upgraded to android 10 today. Previously when tap to translate was turns on it would only stay floating on my screen directly after copying a message or string of text. Now it only always stays on my screen no matter what's which is quite annoying. Is there a way to change this back ????? I hope so Thanks,Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Recent update ruined everything. Reverse translate is hidden in the menu. Copying text to translate was broken a while ago but I had a gesture Automation set up to open the tap to translate function and paste in the copied text. Now it doesn't work, so I have to manually paste the text in the popup window.",Compatibility & Update,Features & UI,
12-May-24,Rated 4 stars out of five stars,"After a recent update, or possibly a security update to my Galaxy S9+ the tap to translate button displays continuously-- this is a problem! It interferes with many apps! Tap to translate was much better when the tap to translate button displayed only temporarily after copying text to be translated.",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The most recent update is unwanted. The UI is awful since the writing field is enormous, the history isn't immediately on screen anymore, and for non-phonetic languages there is no longer the romanization. I already sent feedback, so don't tell me to do it again.",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Very bad update, In the new update When i click on a word from saved words (phrasebook) to pronounce it and then back. Instead of being returned to the place I was at, I am taken to the main screen of the application. And this problem didn't exist in the old version.",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"What's problem with this application? It was always in offline mode, my apps collection are obviously auto-updates. This status has been appearing for a very long time. Clearly in Google website it's still working stable. Please try to fixed those problems. I look forward to seeing soon. Thank you.",Compatibility & Update,Features & UI,
12-May-24,Rated 2 stars out of five stars,"After upgrade latest android the logic of using this app is stupid. Before it appears when copy text to enable traslarion if required. Instead taking smarter step forward, and let the app automatically do a two way massenger chat conversation transactions, it is annoying me all the time taking a part of the screen. So stupid.",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Trash update. the new update make the UI become quite bloody small. I always click the wrong button on my damn phone. Freezing problems and the translation history glitching always occurred. Just give the previous version back, bloody hell.",Compatibility & Update,Features & UI,
12-May-24,Rated 5 stars out of five stars,Last update is amazing. The interface has become just perfect and as convenient as possible. Works quickly and has the possibility of offline translation. Google is great as always. Thanks for your work guys. <3,Compatibility & Update,Features & UI,
12-May-24,Rated 3 stars out of five stars,"I really loved using this app. Helped me so many times. However, recently after the update to the layout. The app would suddenly freeze, in a sense not translate. Bummer really since I truly benefitted from this app. But now deleted the app becasue of these problems.",Compatibility & Update,Features & UI,
12-May-24,Rated 3 stars out of five stars,"November 2018 update ruined Chinese handwriting. When you make one Mark in the box, it slides to the left, partially off screen and you can't finish drawing the character. You destroyed a perfectly good app with this update.",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,The new ui update is a huge downgrade and really unecessary. I can no longer adjust the height of handwriting option and it doesn't show at all in split screen. Bring back the old version please it was much better than the new update.,Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"It's just awful. After Las update the app doesn't work on data usage, WiFi only. And the new look of the screen is very bad. Been using this app on a daily basis for years. And now it doesn't work. How did you manage to ruine one of the best and stable apps??",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Since the last update the app won't translate anything that I type into it. It's stuck on the loading screen without any end, that makes me just go to the browser and type it in there. First world problems? Yes, definitely. But then don't have the app right?!",Compatibility & Update,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Latest update is a pain. You had a great app, then ruined it. Return the copy button at the bottom of the page to be able to easily communicate by email or text in other languages.",Compatibility & Update,Features & UI,
12-May-24,Rated 2 stars out of five stars,Works good but don't like the new update that keeps the icon on the screen at all time. The old way was better. Copying the text and having an option pop up to translate. Very anoying UI now,Compatibility & Update,Features & UI,
12-May-24,Rated 3 stars out of five stars,"This was a good app, before latest update, now it's frustrating and time consuming, also takes up the whole screen, mind boggling, and stupid, plus requires to many steps between to achieve actual translation??? 😳",Compatibility & Update,Features & UI,
12-May-24,Rated 4 stars out of five stars,"The app is good but I would like to suggest a feature that enables to quickly translate texts in real-time. For example, I can't understand Korean, but if I were to watch a Korean show where the subtitles hadn't been added yet, I'd like to use my phone with the camera aimed at the Korean subtitles section to capture the text and translate it at the speed of the subtitle transition in the video. Or something similar to this. Thank you",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"very good app, the camera translate features are very good but can be a little flakey at times, especially if the networks a bit slower (travel much?) app also forgets its a translator sometimes and gives the same result in english as was entered in a forgien language, because its commonly spoken in its original (foreign) form in english, which means to translate some phrases, you have to just google it, which is not helpful.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"I want to like this app, but with the handwriting feature not working properly, it's hard to. When you click the handwriting button, a ""Write Here"" box is supposed to display so you can transcribe characters or words, but it only comes up every now and then. My app is up to date and still can't overcome this problem. I even asked the google community with no help, so until that is fixed, I'll have to translate with something else.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Saving conversations and translations does not work. I starred pieces of a conversation to reference later as step by step tutorial, and its been erased within an hour. Open up history and its empty. Why do I need to be logged into this at all if the features login enables do not work? Why is this tied in to an overall ""we want to save your data"" for a bunch of apps I don't want the data saved from? Useless. Take screenshots if you need to go back and reference something.",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,Why do I have to go on a quest to find my tap to translate feature? It's not even in the settings. Thanks for responding but it is not located in the app. I fixed it after going into my settings in Google. Not the app. It disabled on it's own when I swiped to remove a notification on my home screen. Now that I can find it I am satisfied.,Feature Requests,Features & UI,
12-May-24,Rated 5 stars out of five stars,"Love this app. I especially love the detect language on a photo feature. I play an international game with no automatic translate on text and I use this app to communicate with others. It's not always 100%, but I can understand from context, like any other form of translation. Good job and keep it up.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"App is pretty decent, but I can't get rid of that dumb and annoying ""translated text"" window that asks for feedback that never goes away. You slide it down to close, it opens right back up; such a dumb design. If I close that window it should stay closed. That window is gigantic and it takes up nearly half of my phone screen in landscape mode. This is so annoying and stupid and it's a terrible UI experience.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"To function ""tap to translate"" When will the screen content translation feature be added? We need a button to take a screenshot of the screen and translate it. Many third-party translators have this, but yours does not.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"You have finally done it for me A words count Limit is the worst thing ever. The newish interface is pretty bad it was very good for years before with small tweaks it could have been perfect but no, you had to go and make the worst interface with even worse camera than before using another bad feature no body asks for ""Lens"" it made the experience couple of times even worse.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,Please just fix this app. It's essential for me to get accurate information VERBALLY from people who don't speak English. None of the voice features work after the last update. I tried everything in the comments below. I own a Pixel go figure.,Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,This app needs an overlay function so you can translate things on your screen inside your UI such as overlays that appear outside of browsing window.,Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"For some reason the pictures aren't working for me. One of my favorite additions to this app is you can take a picture of a full page and it translates the whole thing, but for some reason it's not working anymore. Anytime I try to click the small camera in the bottom right corner it says ""Update required"". So I went to the play store to update the app, but there's so option to do so. I'm not sure what's going on, but if someone knows what I should do then please let me know, thanks.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Fix this matter. 1-People access the saved list maybe to learn more vocabularies? So when clicking a saved word, the back button should take u back to the saved words list and not to the home app screen! 2-sorting the list by time desecning and not ascending makes alot more sense! 3-accessing examples for the saved words list reauire more clicks than before",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"The quick access popup user experience is awful: �?add a switch language button. �?When holding the word, enter edit mode while it's selected with active keyboard so I can change it directly. �?What does mean to have conversion between single language? Automatically switch to the other most used language. �?make it the way that I don't have to press the arrow button, you translate it automatically",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"The app is great and has a user friendly interface however there's just one thing missing, I need to be able to use the voice translator while I'm making use of other apps. Adding this feature would take this app to the next level.",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"The arabic version has been hacked and ruined. Lots of non-sense translations come on screen. Google needs to control the reasons, 'recommends better translations' must be locked, and previous inputs must be validated.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"""You must install the latest google app to use camera translation"" Why should I have to install and keep up to date multiple apps to use one I dont want the general google app because it's an annoying collection of of features I dont want I don't want to always have the google assistant on my phone, collecting my data popping up whenever I accidentally press the home button too long I want one app that will do the jobs on its own I bet theres another app that will do camera translation like that",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Ever since the update I've been struggling to get used to the formatting, i thought i would after a few uses but no. While translating the font is huge for no reason and you can't even change it. The UI is confusing, font too big, some areas the font goes back to normal, no difference between non buttons and buttons, etc. Over all bad. it does have good additions but they get really overshadowed by the design.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"New update is a huge dissapointment. Very annoying and frustrating experience. It was so easy to use and seamless before. Now, all good features have gone. The beauty of this app was when you tapped long or copied a text, the floating button used to appear automatically and when you tapped the button the app used to open with the translation. Now, you have to open the app first (either from the floating button or from the launcher icon) then you have to paste the text. Why did you do this? >:(",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Reply to dev: a google app must have some priviledge on this. I always leave it on because I am constantly messaging people that don't speak my language, and that feature helped me a lot. Some apps does not have the copy menu because they only allow to copy the entire message, and that pop up is not shown. The other method, minimize is still appearing there in the status bar. I tried to go over the app notification settings and managed to disable notifications for the tap feature. However, now I'm getting a battery usage notification. What a mess! :-( (on persistent notification saying that the tap translate is on).",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"This used to be a great app. Simple and intuitive, and amazingly helpful. The last update removed almost all the 5 star aspects. The app is almost forgettable. It is now clunky and hard to use one handed, filling an excessive amount of screen real estate. The quick access button now hovers all the time, not just when needed. And use now requires additional unnecessary clicks (to paste text previously copied). And the history of previous translations is gone. Hopefully there is another app that worked as well as this did before, so I can switch!!",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Very annoying when ""you"",""yours"" etc is translated into ""vous"",""votre"" etc in French, instead of the intended ""tu"",""ton"",""ta"" etc. This is my biggest problem with this app. Sometimes I feel like breaking my phone because of this. The app doesn't accomadate very well languages which have a polite form of speech distinct from regular speech, such as it is in French. There should be a button on the app to accomodate this feature in some languages, a button which can be switched on or off. Simple!",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"Great that Google provides this service for free. Unfortunately, they keep stuffing this app with anti features. The latest is an incorrigible nag screen that reminds me to upload my translation history. Google really really wants me to do this. Only way to get rid of it, temporarily, is click ""Manage History"" then press back button. Another 'feature' is a clever algorithm that tries to detect when you've finished speaking while using voice translate, and nearly always cuts me off mid sentence.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"This was a great app, and tap-to-translate was a great feature. Now you're stuck with either having the floating icon on screen constantly, which interferes with your ability to work in other apps (having to move it out of the way or accidentally tapping on it when you're trying to do something else), or having to repeatedly turn it off and on, either of which is a huge, pointless nuisance. The way it worked before, just popping up when you copied text, was vastly superior.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"""Developer responded to your review"" No, they deleted it. 2nd time now. The apps UI is a downgrade. The main reason being for the alteration of the translate icon no longer automatically appearing when selecting a foreign language text. Now the feature is only accessible when enabled via the drop menu to ALWAYS appear or NEVER appear. I'm not sure why the feature was altered to be less useful than before. I used the app frequently and often. This is disappointing and no longer accessible.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Disappointing! Slow!!! Often hangs!!! And does not show the full translation of the selected text - especially if the selection is on the the large side. I have had more success with the Google Translate website. I pinned the website to my home screen and just use the website. Disappointing because it does not have half the features of the app, but that's fine because the features do not work consistently, on the app. I really wish Google would devote some resources to make the app better!!!",Feature Requests,Features & UI,
12-May-24,Rated 5 stars out of five stars,"This app was flawless before they redesigned the interface. Several key features were removed, at the expense of the new design. What a waste. Don't even bother with this app. Edit: Nevermind. I was able to find my favorite features such as translate using camera or import an image to translate from. They were just hard to find at first, but the app is still good. Definitely recommend.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Terrible update! The most useful feature of the app, tap to translate, is completely ruined. It used to be so simple: select text in foreign language, translate bubble appears, you tap on it and you get a translation. Now you either live with a constant floating icon on screen that overlaps with any other app or with a big notification banner on which you still have to tap to get the bubble and then tap on that and then manually paste the text. I see no logic whatsoever in this change...",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"The option for app to ""hover"" over other apps is too big so you can't see what you want to translate, and it gets bigger when you start typing. No option to move the screen around or change size. App picks and chooses when to stay open as a hover icon or to disappear completely. Does not really add a lot of ease compared to just using the web version. It could be a really great, handy app if it functioned better. I like the picture translate feature though.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Perfect translator. Maybe not the most accutate in the world, but so many languages are available, and it's so ez to use on a PC. However, when it comes to mobile version - for the past couple of years every interface upgrade was actually a downgrade: really guys, how do you manage to simplify the interface and make it hard to use at the same time? From a perfect app with all the features right on your screen available in 1 click and easy to use and find them, it's became just an awful app.. sad",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"The latest update removed a very useful feature. Prior to the update, a translation could be made to display as full screen by simply rotating the device into landscape mode. You could also then zoom in on the translation to make reading easier. Also now to view your translation history requires more clicks. In my opinion, this update is a major step backwards.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Nice UI, terrible UX update. Your history isn't displayed as part of the main interface anymore. Why? The real problem is how you access it now. You can swipe down to see it, but because it goes from oldest to newest, you're scrolling through your entire history to get to your most recent phrases. Everything got flipped upside down for no reason. The Messages app is a perfect example of everything being visible and accessible at all times; just make it like that. No need to fullscreen everything",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"The Tap to Translate feature was once perfect. It activated when you copied something. I used that so much. Now you have to keep it turned on every time, even you don't use. There are always two notifications if you enable it. Quite annoying. It was simple and effective, now it's quite bureaucratic. I'm afraid with the next update they'll require a written application form to be sent to Google to translate something:) The app other than that is great, of course.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"This app was extremely useful. But all the current changes, really destroyed everything the old app did correctly, while only improving slightly the things that needed improving. In addition of the things removed, which was bad enough, the user interface is terrible if you want to do anything other than talk. Written phrases have become a chore. No history available, so minor mistakes required complete rewrites, and common used phrases need to be retyped. Oh the list goes on",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"Nicely designed with many useful features, but be careful of the translations. It will often translate sentences incorrectly, but if you tap ""reverse translate"" you can usually weed out the bad answers. It is nicely complemented by Microsoft Translator. It works best with the major languages. If you use Gboard, the layout will change to match the input language in Translate!",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"I honestly can not understand why you thought it is a good idea to add one more step to do, when wanting to reverse languages after already translating something. Yeah the UI look clearer now, but it would have been more useful to have the ""reverse"" button available on the screen, after translating as well, not just before translating something. Now i have to go to upper right, press the three dots then press reverse. Keep things simple, guys.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"The sticky notification is unnecessary and clutters up the screen. The handy bubble that appears when you copy text is more than enough for a quick translation. There should at least be an option to choose the interface that users would like, not ""both or nothing"". EDIT1: To remove the notification without losing the bubble feature, turn off the ""Tap to Translate"" channel (misleading channel name btw) within the device notifications under the translate app. The fact that I had to hunt for this setting within the system's settings instead of a simple in-app UI toggle, and that their ""learn more"" page explains nothing about this, I will keep a low rating for this app.",Feature Requests,Features & UI,
12-May-24,Rated 3 stars out of five stars,"The interface has been dumbed down presumably to make it more accessible however it somehow feels worse than before. I only just found the history after months of using the new design. Frustrating! It doesn't seem to show alternatives and different verb translations like before. That was always a useful feature to see up front and seems to have been removed, or neatly tucked away to who knows where? Translations are on the whole accurate. The underlying technology is SUPERB.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"Now very unpractical. The layout is more graphical but screenspace on a phone is priceless, so why waste space. Why make text so big, in the end you can't see what you're typing. I can't read out the pinjing anymore as easy, while analysing images is even more cumbersome. Also the pinch zoom feature is lost. That was so useful to show. The old interface wasn't fancy, but it was workable. It's time to consider alternatives. Why do they make things worse. They follow a trend....",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"I just updated the app to the latest version but I regret instantly since the old version was more simple and easier to use compare to the latest one. It also doesn't do its job on the voice - region option (since I am more familiar with British accent so I always change this setting, but this time with the updated version, that feature doesn't work, I keep hearing one that seems to be the default region). So, in conclusion, the previous format and setting options are way better. Pls fix. Thanks",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Glad to see others complaining about the latest UI/big update. I have sent Feedback through this app twice and have seen minor updates since, but looks like nothing has changed so I decided to write a review here. Right now I'm using this app as I did years ago where you have to open the main app to translate a text you copied. That is how such a downgrade the latest UI/big update is. In the time this app was great you copy a text and that icon appeared, you tap and voila you right away you see the translation. Awesome! But now you either have to go to the main app (like it was years ago) or you allow that icon to always be visible on the screen. And even if that icon is visible, you now have to tap and then you still need to press another button (paste) to see the translation. What I would like to add to this, is the way Chinese is now translated. When translating Chinese you have Chinese characters, pinyin and of course the translation. The problem only now is, if the text is a little long, you cannot see all three at the same time. If you want to read pinyin, for example, then the box where Chinese characters are placed in will get smaller and then you won't be able to see all characters. Before this update, you were able to scroll through each individual box and that was very convenient, because then you can focus on specific parts of the sentence where you can see the characters, the pinyin and the translation at the same time. Now I have to constantly switch between them. Hope things can go back to how it was before. Because the app was absolutely wonderful.",Feature Requests,Features & UI,
12-May-24,Rated 4 stars out of five stars,"The new UI looks awesome. However, as I used to do translation, I always need to check the translated words back and forth with the ""Reverse"" feature (after translation). I think the menu should have been easily accessible, not hidden in the sub menu, demanding two steps to do just that, which is quite cumbersome. I hope it would be displayed as another easy-accessible icon on the right/top. Thank you.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"Don't like recent update either. Now I can't use the app in split screen. When I need to translate, I have to memorize the term/phrase, switch apps, type it in, go back to original app to confirm, go back to Translate to get the translation. (Not all apps allow copying of their text, so copy/paste is not an option.) Hopefully removing this feature was an oversight that will be fixed in the next update. In the meantime, I'll definitely be looking for a translator that works in split screen.",Feature Requests,Features & UI,
12-May-24,Rated 1 stars out of five stars,"New version sucks. Before, when I was on the last version from the play store and it worked fine. Then the UI clearly changed in the new version. Alot more work to make it work. Just not worth using. It no longer auto-pastes the text you have in the clipboard when you tap the bubble. It opens with an empty window. You need to press a paste button. Can I install the older version until you fix it? If not uninstall and find something else. Update 2/18/2022 Still broken. Give back the old version.",Feature Requests,Features & UI,
12-May-24,Rated 2 stars out of five stars,"The floating tap to translate button used to be great. It would appear when you copy text to your clipboard and when you tap it, it reads the text and translates it automatically. Now it's always on screen and more an inconvenience than a convenience. Edit: no that does not help. I know how to dismiss it. The feature is just useless now.",Feature Requests,Features & UI,
