date,rating,comment,,,
20-Mar-24,Rated 1 stars out of five stars,"Every update is slowly making the user experience worse. Podcasts & audio books littering suggestions cause you can't hide them, playlists closing when connecting BT or it playing radom songs you didn't select. Car mode is still ugly, but the only way to keep the screen on. No way to delete listening activity or liked songs from artist pages. Irrelevant suggestions & no way to filter entire genres. The heart is now a plus and is too close to the minus. No way to set ""music"" as the default tab.",,,
20-Mar-24,Rated 2 stars out of five stars,"This is so fluffed up if I want to listen to Murders I absolutely do not want to listen to some random music from Toby Fox. Please stop putting dozens of random music before the one that I actually want, I don't want Premium. Okay, I might, but I can't bother buying it. ""you added / we added"" Spotify if I wanted you to add something I would turn on a button. I don't. Leave me and my playlist alone.",,,
20-Mar-24,Rated 1 stars out of five stars,"Super glitchy. Randomly switches to new playlist and didn't let you replay even after you click it's play button. Redirects you to songs that are clearly not in your playlist. No good Edit: I contacted support and all they did was tell me to reinstall. I should NOT have to reinstall an app every time I want to use it. And while the ads are understandable (heck I can even tolerate the ads with snippets of music), it is NEVER ok to promote songs by redirecting me from playlists that I click on",,,
20-Mar-24,Rated 2 stars out of five stars,"Multiple times a day while I'm listening to music it will just randomly stop playing. Me pausing the song, then unpausing it again usually fixes it. Although it's super annoying having to constantly pause and unpause my music at work or while Im in the shower because it keeps cutting off. So why am I paying premium for something that doesn't even work properly most the time? I was going to write more about how the shuffle feature doesn't really shuffle your music, but I have limited characters😤",,,
20-Mar-24,Rated 2 stars out of five stars,"This app used to work well. Now I have to delete and get the app again just for it to work. Even then, I have to do that more than once a day. The problem is that when I went to my menu to try playing my song, it wouldn't work. So, I actually have to open the app for it to play. But even then, it will still show that the music/podcast is paused in my menu. Or during an ad, the ad doesn't play. It's like frozen, and I could switch to a different playlist, but it won't work. Actually fix the app.",,,
20-Mar-24,Rated 1 stars out of five stars,"Can't believe they got rid of the dislike/hide button in the swipe down notification panel. Smooth brain move. Randomly disconnecting from phone when playing over Google home speakers. Hiding a song in release radar doesn't auto skip to the next track. When you skip manually, the app skips 2 songs ahead. Super dumb and annoying. Now when I open the app and go into release radar or disco weekly it defaults to the middle of the playlist and won't start over when it ends.",,,
20-Mar-24,Rated 1 stars out of five stars,This is the worst update ever. You have to pay to skip the song or repeat it. We need to pay to play the songs in order. This is my favorite music app and I am using it for almost 2 and a half years. This account is used on various devices. Why are you making us to pay for the essential or the main features for the comfort of the customer. You're getting worse . The app's playing random songs which we don't want to hear at that moment. Pls make it more usable and normal like the previous update.,,,
20-Mar-24,Rated 1 stars out of five stars,"Why do you keep on removing all the basic features spotify. We didn't have any problems earlier even there were some ads in between. But it has become too annoying now. I can even play a song from specif part, too much ads in between songs, cannot add music to queue and lot more annoying things on the go. Its like we don't have any options if we don't go premium. Too much profit mentality from these guys. 👎👎👎",,,
20-Mar-24,Rated 2 stars out of five stars,"I don't even want to START with the new layout. Ever since you've been silently changing certain aspects like ""You can skip 6 songs per hour"" and with the shuffle/infinite replay gone, its been a hellhole trying to use spotify. I can have all my freedom with spotify premium, yet I can't even pay for my own things. (Yet.) Wasteful force of time.",,,
20-Mar-24,Rated 1 stars out of five stars,"Have had to update my review again because somehow the app had gotten even worse. The delays when switching songs, the absolutely useless shuffle feature, the smart shuffle that can't be disabled, the changes to adding and removing songs from playlists making it take far too long and many many more. Don't waste your time with this piece of garbage.",,,
20-Mar-24,Rated 1 stars out of five stars,"Till I was a premium member there was no issue with app. The moment I become normal user they have restricted below features which are very basic to any app. 1. Fwd and Rev seeking of song is disabled. 2. Shuffle is disabled. 3. Looping and repeating the song is disabled. 4. Going back to previous track is not possible. 5. Even replaying the track is not possible, since previous track button itself disabled. If want to play that song again I need to go to playlist again select the song.",,,
20-Mar-24,Rated 3 stars out of five stars,"Great when it works, and the ability to listen to a few hours of audiobook content with premium is appreciated. But since the last update, Spotify crashes every time I toggle the shuffle button when playing music. Glitches like that were the reason I switched from Deezer. I really don't want to switch to YouTube Music, but at least it just works.",,,
20-Mar-24,Rated 1 stars out of five stars,"I pay for premium so I don't have to deal with ads, but now they have a new feature where in-app marketing banners for concerts will appear on nearly every page you navigate to, that you are unable to opt out off at all. There's also no ability to remove recommend podcast episodes even tho I've never listened to a podcast a day in my life. My homepage should just be recommendations based off of what I actually listen to. Seriously considering moving to another platform.",,,
20-Mar-24,Rated 3 stars out of five stars,"With the problems that have never been fixed for months but they'll update and keep adding more functions, top of this the features that we like are now gone, and Spotify has just added several functions to replace what was already good. And any existing functions when playing tracks like the shuffle button has never worked for me in the past several (good amount of) updates. If you unclick shuffle it will reset your whole queue to play from your first liked songs no matter what when how or why.",,,
20-Mar-24,Rated 2 stars out of five stars,"More features equals a more confusing interface. I loved this app, no longer 😞. My present beef is that starting listening to a playlist creates a quasi queue that then cannot be cleared, which is seriously annoying on Android Auto when the music plays whenever I start the car. Please let me clear the playback of playlists without playing something else. And yes, I have reinstalled the app.",,,
20-Mar-24,Rated 3 stars out of five stars,"This app is getting worse. I loved Spotify, but that love is wearing thin. The app is getting really glitched out. I have to relike songs to confirm that I have them in my playlist, just to find they're listed 2 or 3 times in my library. Smart shuffle sends me songs that I already liked and that feature turns itself on. Shuffle isn't really shuffle. It sends me songs I like to listen to a lot rather than looking into my entire playlist. Im getting tired of the bugs, but my library is almost 3000",,,
20-Mar-24,Rated 2 stars out of five stars,I don't like the new smart shuffle magic shuffle thing. There should really be an option to turn it off permanently not just with the shuffle button it turns of randomly and doesn't find songs close enough for my playlists Sounds nit-picky and maybe it is but I liked Spotify a lot more before this feature was added. It might work for some people so I don't think it should be removed just a more permanent was to turn it off in like options or something,,,
20-Mar-24,Rated 1 stars out of five stars,"No way to disable the terrible ""smart shuffle"" feature. Going to downgrade. Stop adding dumb features no one wants, fix the damn basic bugs that have been there for ever (like the inability to connect to external devices before playback and it cutting off the first time you connect to an external device)",,,
20-Mar-24,Rated 1 stars out of five stars,The new update is actually horrrible.I cannot listen to the songs I actually want to listen but the smart shuffle chooses which song to play next.What the hell are you people doing. The basic features are not provided at all. YouTube music is a better app than Spotify. Atleast they are not asking for money to play songs in order.,,,
20-Mar-24,Rated 1 stars out of five stars,On phone you need premium to do anything. You can only skip songs 6 times an hour and to choose the one song you want to listen you also need premium. It also doesn't make any sense as you don't need premium on iPad or tablet to do these things. Also to add on they keep advertising their premium even though i don't want to pay to listen to free music. Also the app keeps playing songs that aren't even in my playlist,,,
20-Mar-24,Rated 3 stars out of five stars,"Hey Spotify Team! I've been having an issue where my playlists that are entirely podcast episodes are set to shuffle, and I cannot change this. I have looked up how to fix this, but apparently this ""bug"" is now a new feature! My family and I are paying for Spotify Premium, but if these sorts of updates continue, I think we'll have to move to a new music app! If you respond, please have an actual fix for this ""new feature,"" it's very disappointing.",,,
20-Mar-24,Rated 1 stars out of five stars,"The app was actually fine but once I came back to my home country in Central Asia, after a while I realised that podcasts are not available here and I'm paying full price, which is quite expensive in local money for just music and not really user-friendly features. I'm really disappointed with this fact and definitely cancelling my subscription.",,,
20-Mar-24,Rated 4 stars out of five stars,"Cool,but it changed when the like button was replaced. Also,when using Bluetooth earphones it'll disconnect in the middle of the song playing and it's kind of annoying. I don't recommend to use the equaliser feature,as it can suddenly louder the song so loud that when you wear headphones or earphone it'll shock your ear haha. We can buy daily and weekly premium though, it's good for people that can't buy the monthly ones like me!! :)",,,
20-Mar-24,Rated 4 stars out of five stars,Overall a great app but with some frustrating bugs that can really ruin your listening experiences. Sometimes songs in queue are skipped and the bug that you can't pause using the button on the touchscreen at the moment between songs has been there for years. Don't know how that can happen. Also there is no convenient way to report bugs.,,,
20-Mar-24,Rated 2 stars out of five stars,The app randomly stops at the current version. Also the premium version is right now useless as too much advertisements get flooded into through the platform. The overall experience is solid but lately it was disappointing as the stability is not there and the app is focusing on pumping out more ads and space to place advertisements. I guess it is a matter of time till the problems are fixed but right now I would avoid using Spotify and use different apps.,,,
20-Mar-24,Rated 1 stars out of five stars,"Spotify is now making it full of ads by popping up more popups such as to covert to premium subscription or removing play previous songs features. This is hampering the user experience. It started with 10-15 mins ads but now it has been increased to 30secs and along with that user experience is now deteriorated with lot more ads pop up and many features has been removed for free users. Soon, people will start looking for next best alternative now.",,,
20-Mar-24,Rated 1 stars out of five stars,"This is worst Music App you will ever come across, because this app is not working according to the user, this app is working according to it's worst rules like you can't play any song you like, limited songs skips, you can't play the same song again, you have to subscribe to premium to play next song, can you Guys imagine this thing. It wasnt the same as always like this, but finally I have to uninstall this worst app for the very basic features, which requires premium subscription. Worst App.",,,
20-Mar-24,Rated 3 stars out of five stars,"For the most part I really like Spotify. My 2 biggest issues that led me to leave only 3 stars is that I can't get Spotify to play my next unlistened to podcast. It does its own thing and I end up having to start a podcast on my own because it inevitably starts a podcast that has already been listened to. Also, I recently was offered a 2 month trial of Spotify. No commercials it said for our premium Spotify. Yet I still hear commercials. So I cancelled premium. Don't pay for it you'll waste $$.",,,
20-Mar-24,Rated 2 stars out of five stars,"The ""smart shuffle"" needs work. I'm tired of hearing the same 12 songs over and over again everytime I hit play on my Playlist. I made this Playlist with 20+ hours of music on it so that I'd get a variety, but I always get the same songs in almost the same order, everytime I hit the shuffle button. What's even the point of a shuffle that doesn't shuffle",,,
20-Mar-24,Rated 2 stars out of five stars,"Why to i pay a subscription to you Spotify. Slow clunky interface, frequently bugs out on the podcasts plays old episodes dispite showing the title for the most recent one. Plays all the music you never wanted to hear. Can't shuffle large playlists. App is not intuitive and continually frustrates me. tried playing a playlist of a kids movie and was given songs not associated with it, some with explicit lyrics.",,,
20-Mar-24,Rated 1 stars out of five stars,"1.The skip limit isn't well-defined �?is it 6 skips every 6 hours? 2.Random song 3.The absence of playback functionality is a notable drawback. 4.Excessive ads, especially it's impossible to avoid ads during song search and play. Furthermore, after users' premium subscriptions expire, the app intentionally increases the frequency of ads, causing irritation and seemingly encouraging users to renew their premium subscriptions. This practice can be perceived as a deliberate attempt to persuade...",,,
20-Mar-24,Rated 1 stars out of five stars,I cant even skip more then 6 times ever since I updated the app like 20 minutes ago and its annoying! The fact I have to listen in a certain order is also frustrating. Its basically forcing me to pay for premium now and its not fair. I mainly started using spotify for its background music feature but now I have to find another app with background music but even those I've found ALSO have problems with forcing people to pay. 🤬 FIX IT.,,,
20-Mar-24,Rated 3 stars out of five stars,"I love this app so much, but there could definitely be improvements. On Spotify, there is a new feature that allows people to buy and listen to audiobooks. When people have a premium plan the audiobooks are supposed to be free to everyone on the premium plan, but they are not. They are only free for the ""plan manager."" I think the audiobooks should be free for all premium members. Spotify, could you fix this?",,,
20-Mar-24,Rated 3 stars out of five stars,Premium user for a few years. Overall it's good but the shuffle feature sucks. I have playlists that are four hours long and about 1000 liked songs but the app shuffles the same songs constantly to the point of just giving up if you don't want to continuously skip songs. Alternatively I could listen without shuffling but that plays songs in the order the playlist was created or liked songs were added. The daily playlists are typically the same songs and often taken from my liked songs.,,,
20-Mar-24,Rated 2 stars out of five stars,"Too many ads! I swear there's an ad every song. And don't even try to recommend me spotify premium because spotify ""premium"" is the bare minimum of what a music app should do! Hey man, apps gotta make money yk? But every song? Really? There's no point it's just annoying! Also, the fact that u can't choose your own songs is ridiculous! What's even the point of the limited skips? It's not like you get money for it! This app is basically unusable. The app is so much better on tablet.",,,
20-Mar-24,Rated 4 stars out of five stars,"Great app overall. Needs a few improvements..sometimes when playing music, I'll open another app and Spotify stops. Usually this happens once a day and that's it. Like open Waze or Google Maps I really notice it. Second, the lyrics page on app and desktop chooses a color from album art. Spotify serves up red as the background color often and it's blindingly bad, even worse on the desktop. I prefer just setting my own background color and be done with it.",,,
20-Mar-24,Rated 4 stars out of five stars,"I swear Spotify is so close to being perfect. The radio station algorithm could use some work. I feel like no what what station, artist or genre I choose I'm always listening to the same songs. Even with the DJ feature, I'm still listening to the same songs nothing new. I downloaded Pandora just so I can find songs that are similar to what I want to listen to. I'm not sure if Spotify has a nepotism or favorite system in place to only push big artists Or maybe their algorithm just doesn't care.",,,
20-Mar-24,Rated 1 stars out of five stars,"Smart shuffle is EASILY the worst addition to this app. Turns on at random, and then I have to completely close the app to undo this. Just a heads up, I will NEVER use this feature, I shouldn't be forced to, after paying to listen to MY playlist. Of course, that's if the playlist actually works properly. I created a playlist and have attempted to set the order I want the songs to play in. However, even after restarting my phone AND uninstalling I STILL can't complete this action. App sucks now.",,,
20-Mar-24,Rated 1 stars out of five stars,"What happened to the recently played list? The menu at the top where you could view new releases and list of exact songs you played. It feels less personal and more generic now. New Releases now seems like advertising for artists I don't care about. Am I missing something? I see a ""recently played"" but it's just showing me links to the Artists and my own playlists. I want the ACTUAL track list in order of the songs I just listened to. I REALLY HATE this new home page.",,,
20-Mar-24,Rated 1 stars out of five stars,"This app is only becoming worse. With every update a feature is being removed for free users making us all dissatisfied. This is becoming a paid app for sure, we are unable to take it off shuffle, see the lyrics, play back a song, rewind or skip the songs. ... Horrible overall, very disappointed. This app has officially and easily become the worst music app.",,,
20-Mar-24,Rated 4 stars out of five stars,"Stop forcing smart shuffle onto listeners! If I want song recommendations I'll use one of the MANY other features that can be used for this. Whether it be song radio, new music Friday, release radar, or the new releases list. I have 5k+ liked songs and even more amongst my 78 playlists. If I wanted to listen to random music based off a song/artist I'd once again use the nifty song radio function or better yet use Pandora.",,,
20-Mar-24,Rated 1 stars out of five stars,"I was using this app seems 2 years but after one update everything becomes premium we have to access premium then only we can do all the features that we can do. It disappointed me so much. I can't actually lever's the music on postpone the music I can't anything in this also I can't restart only I can do is make a playlist and play the song using the playlist. Also I think this app is not made for songs, instead is made for apps. Please resolve Spotify. 🫥🫥😑😑",,,
20-Mar-24,Rated 1 stars out of five stars,"Takes too long to go online after the phone's already connected to the internet Smart shuffle is annoyingly hamfisted into the shuffle button ""Now Playing"" section is intrusive for what's just a few basic information elements Auto-generated playlists are lazy, repetitive, and not pertinent No folder icons AI DJ plays mixes I show, repeatedly, that I have no interest in After a whole decade, only tangible improvements I can recall are a merchandise button and concert dates. 👌👌👌",,,
20-Mar-24,Rated 1 stars out of five stars,"This app USED to be one of the best of its kind not anymore where you can find any song and can play,enjoy, skip the sing go back to previous song but now they have taken away those basic feautres rights from the users and spoiled the peace,relief,enjoyment to experience pure love for music for the person to indulge in this app. Can't say will continue using this app because ads and blocking basic features for the users to use without any interference has gone away.",,,
20-Mar-24,Rated 1 stars out of five stars,"I hate the tiktok card scrolling setup on the homepage. Also, when connected to a speaker via the in-app menu, it only plays one song and then stops, then will start skipping through songs, only playing a few seconds of silence before skipping to the next one. I've tried forgetting the speaker, as well as cleared the app cache. Why am I being charged for this? It's not even usable.",,,
20-Mar-24,Rated 4 stars out of five stars,"I've been a premium user since 2016 and have had minimal issues with the app and interface. Unfortunately as of late, it's getting harder to discover new songs and artists. The algorithm is constantly playing me things I've already added. Spotify is a fine app, I just wish there was more emphasis on music discovery.",,,
20-Mar-24,Rated 2 stars out of five stars,"This has been a bad experience for me so far. It never actually plays the songs in my playlist and instead plays similar songs, even when I turn off the 'play similar songs' button in the settings, it doesn't work. It never lets me skip songs, and whenever I try to play my playlist now it tells me I can't You should fix this Spotify :(",,,
20-Mar-24,Rated 1 stars out of five stars,"When will you fix the buggy tizen galaxy watch app that is unusable? Cant see music playlists in menu Can only see search and settings. Most off the time music downloaded won't play Edit: waste of time...spoke to a ""call centre"" for over an hour. First person abandoned the chat after 30mins and gave up. Second one not much better. Both typical try turning it off and back on again Read the ratings in galaxy store then say all that's needed. Issues not fixed years later. Watch is unusable now",,,
20-Mar-24,Rated 4 stars out of five stars,"Spotify is one app i find very friendly, warm and worth paying for I would have given a 5-star but the inability to reduce or increase the playback speed of songs is frustrating As a musician, you might want to reduce the speed of a song because you are trying to get a part of a song that was probably played too fast therefore it will be very helpful if that feature is added",,,
20-Mar-24,Rated 1 stars out of five stars,"App seems to unstable and has serious issues with video podcasts. Will be able to start a video podcast but if I stop listening and come back to app, the app will not allow for any video type podcast to play. Regardless if video is inactivated. Other podcasts and songs will work but any podcast with a video option will not play and will need to restart phone, not just app for it to work again. App is up to date, phone is up to date, cannot understand why the issue persists.",,,
20-Mar-24,Rated 3 stars out of five stars,"It's great, amazing features, recommendations make sense, just make play in order and choosing the damn song not premium, please, monetization is needed and all but i can't even choose the music to play next in my playlist? I love and hate Spotify at the same time. I'd really recommend it though, no bugs at all, just everything hidden behind a paywall. Also could you just stop making Brazilian music play randomly for me? I get that i am from Brazil, but i hate that. I beg you.",,,
20-Mar-24,Rated 3 stars out of five stars,Been using the virtual DJ for awhile now and I'm just getting the same songs over and over and most of the recommended songs I don't care for or are from artist I have specifically marked for Spotify to not play. There needs to be a 👍👎 for the DJ feature to skip just one song and not have it play again.,,,
20-Mar-24,Rated 4 stars out of five stars,"Love It. My only issue is the constant glitches with the App and Alexa. The volume (controlled via my smartphone) currently goes up or down by a random amount of points when I've only clicked the button once. Plus when I want to select a different device to listen on via my phone App, it struggles to list them or only a select amount appear. I've considered moving to Amazon music but I'm prepared to wait this out and see how long it takes for you to correct these glitches faster..",,,
20-Mar-24,Rated 1 stars out of five stars,Why would you do away with a feature that lets me see what songs I've liked? Also doing away with 1 touch like a song. What is it with app developers fixing things that ain't broke? None of you are invited to my house. Update: Spotify too busy adding features they know no one wants to fix broken app that stops and starts music randomly. The first thing I did was clear the app cache. The onus is not on me to fix your app. Switching to YouTube music immediately,,,
20-Mar-24,Rated 4 stars out of five stars,"I love spotify more than any other platform but I do have a few issues with it. I don't love how little they pay artists, especially smaller artists, given how much they can charge for subscriptions and such. The usability of the app is fairly simple, but I do miss the hearts for songs and I wish they could offer the same features for android as they do IOS",,,
20-Mar-24,Rated 1 stars out of five stars,"I don't use this app on my mobile as I find the interface frustratingly difficult to navigate, I can't find what I'm looking for, it's constantly popping up in my home screen notifications and I cant get rid of the notification, can't find my playlist and when I do it seems to play tracks NOT on my playlist. Gave up with it. Needs to be more intuitive and logical.",,,
20-Mar-24,Rated 1 stars out of five stars,"Don't get me wrong I love this app and what it brings to the table. The only thing I don't like is they don't have the radio of an artist where you can like and dislike the tracks. It was what made Spotify for me. I don't like listening to the playlists they create ""for you"". Also, the artist ""radio"" (ex. Drake radio) is just a playlist of a few songs that you keep on listening to over and over again. This is where the actual Drake radio comes in handy where you like or dislike a track!!!!!",,,
20-Mar-24,Rated 1 stars out of five stars,"The Spotify sleep timer was a beautiful option until it was removed, I used that feature to put the music on my speakers and fall asleep but then now it's just gone without any update. I am a Spotify premium user and if this is the case then I wouldn't mind discontinuing the premium subscription and probably pay other app (potentially yt music as it has more songs than your app) and stop using this app",,,
20-Mar-24,Rated 1 stars out of five stars,No tap back for non premium members.. no specific orders too. On top on that playing 3 ads back to back after every 2-3 songs.. pathetic.. i was a premium member for more than an year and switched to non premium recently just to find this.. songs are almost unplayable with these many ads..... Edit: I'm hearing ads even after taking premium. I've casted music to my Amazon acho and I can't use premium features while casting even with a premium membership. Pathetic app.,,,
20-Mar-24,Rated 1 stars out of five stars,"It was great, IN THE PAST. Then they started moving every single feature to premium, which I feel is completely senseless! Like the fact that you can't skip to a specific part, or atleast rearrange your album... AND WHY DO I GET ADS BETWEEN EVERY SINGLE SONG? Isn't that too much? Also I've been facing problems logging in recently... When I enter my credentials, it says ""account not found"", and when I try creating a new account with the same email ID, it says ""Account already exists""!!",,,
20-Mar-24,Rated 1 stars out of five stars,"I have been a long time premium user, but recently by premium ran out and I just experienced what the free users did. The free experience is absolutely horrible and I feel like this should not be a thing. Either make the app premium-only like what Apple Music does or at least provide some free features that make it more tolerable.",,,
20-Mar-24,Rated 1 stars out of five stars,"The shuffle button got even worse. Now it takes almost a minute when clicked for it to respond and disable this horrible smart shuffle. This smart shuffle is so annoying I can't anymore, I'm pulling my hair out!!! I just want to be able to turn shuffle on/off quickly without going through the 7 levels of hell!!! It's been months now, please fix this!!",,,
20-Mar-24,Rated 3 stars out of five stars,"I use Spotify premium almost exclusively, but lately they've been messing up all my playlists by randomly putting songs they think I'll like in these playlists that I set up for myself that I specifically want to listen to. If I wanted to listen to a Spotify curated playlist, I would listen to the mixes made for me. Smart shuffle is bad enough, what with having to now hit the shuffle button twice. Don't shoehorn stuff into my playlists. Will continue to use Spotify, but God if it isn't annoying.",,,
20-Mar-24,Rated 1 stars out of five stars,"My app on phone and desktop just updated to the state where you don't have the simple yet effective Like button anymore. This is a total desaster. It was fine and it was good the way it was. Why oh why would you take this away from your customers? Now it's just horrible, and the way I as a power user with lots of self-curated playlists cannot properly work with the app anymore. Just just pissed a loyal customer of many years completely off. So my only message for you is this: FIX IT !!!",,,
20-Mar-24,Rated 3 stars out of five stars,"Spotify added 2 random playlists to my home screen/recently played, that I cannot remove. Now this is confusing the playlist that I request for, and my speakers will play some random playlist Spotify put onto my home page w/o providing the option to remove playlist. PLEASE ADD THIS OPTION TO REMOVE THESE PLAYLISTS FROM MY ACCOUNT. This request has been asked from other subscription holders since 2018 and several times again in 2020. There is no reason it cannot be fixed immediately. TY!",,,
20-Mar-24,Rated 1 stars out of five stars,"This app is good but since the last update the new feature called ""smart shuffle"" is worst. Beacuse it unable you to forward the song and also plays another song than you playlist. It is the worst thing about this app. Pls Spotify remove this feature. And also it always reminds you to get the Spotify premium. I just don't like this part.",,,
20-Mar-24,Rated 2 stars out of five stars,"Spotify is my favourite music app. However, lyrics no longer work, it has an ""about the artist page"" instead, even though there are lyrics to the song. I've looked it up but I can't find anything to fix it. Please remove this feature to tell me how to fix it! I've cleared the cache on the app and it still isn't working..",,,
20-Mar-24,Rated 1 stars out of five stars,"Spotify, you have really taken it to the worst level with the new update. Features that are supposed to be the basic features, are now part of the premium plan. Revenue from advertisements is understandable, but not this. Please revert back. Oh and fake 5 stars are pretty evident in the reviews, thanks Spotify, thanks a lot.",,,
20-Mar-24,Rated 2 stars out of five stars,"new review. you guys keep messing up the shuffle button, with no option to remove ""enhanced"" shuffle in settings. bad app, dont pay for it. edit 11/15/23: they changed the liked songs function and now you can no longer quickly tell which songs you have liked in an album/playlist. edit 2/8/24: you can now no longer add playlists to your profile. incredible stuff, spotify. you're making this app worse with every update.",,,
20-Mar-24,Rated 1 stars out of five stars,"EDIT: App is NOT loading at all, waste of money DO NOT RECOMMEND this music streaming service. The Smart Shuffle is terrible. Doesn't load quickly and negatively impacts the entire listening experience. As a premium user I would appreciate being able to PERMANENTLY disable Smart Shuffle. EDIT: still cannot permanently disable smart shuffle and still VERY frustrated by the playback issues this broken feature causes.",,,
20-Mar-24,Rated 1 stars out of five stars,"I have used spotify for years and finally got the premium because the app barely works if you don't have it. But now it won't let me edit my own playlists, shuffle is useless ans the smart suggestion is annyoing. Tech support was a waste of time, so completely confused on why you should spend money in a subscription for an app that has so many bugs and useless annoying features",,,
20-Mar-24,Rated 1 stars out of five stars,"I have been on this app for over 5 years and it's been a neverending source of frustration. 3 ads for every 2 songs. The most annoying ad campaign; ""Hey. Don't you hate when your music gets interrupted?"" ""You mean like you just did?"" ""Yeah!"" Seriously. F off. The only reason I'm even leaving a review is because the app has started crashing up to 3 times in a single song. For such a large and old company to be so unstable, you should be ashamed. Worst app I've ever tolerated",,,
20-Mar-24,Rated 5 stars out of five stars,"(UPDATE: They changed it back. Thank you) The new UI is awful and I dread opening the app. I've had premium spotify for over 10 years, but this update is so bad that I may abandon it. I avoid the home page at all costs, it's not useful, it autoplays songs when I don't want it to. It's really jarring in every way and it's so hard to navigate. Please so something about this. Or at least let us revert to the old layout if we want to. :(",,,
20-Mar-24,Rated 2 stars out of five stars,"Recent changes to Spotify Free in India have made the service frustrating to use. Basic features like playing songs in order and skipping within tracks are now restricted, significantly diminishing the user experience. While I understand the need to encourage premium subscriptions, these limitations are too severe. I hope Spotify reconsiders these changes to better balance user satisfaction with their business goals.",,,
20-Mar-24,Rated 1 stars out of five stars,"Premium features should be locked behind their paywall, not used to frustrate us into spending money which is Spotify's main profit method. Their exceptionally annoying ads are a great example, and so is the fact that I just added 20+ podcasts to my queue only to realize that access to said queue is a premium feature. Never liked Spotify but now I'm really really done. I can get my podcasts on YouTube",,,
20-Mar-24,Rated 1 stars out of five stars,"I hate this app so much now, I used to listen to spotify everytime but now I hate way too much. I cannot reverse the song, the reverse button is now closed. And no option for playing one song on repeat. I cant even listen to a particular part of any song, no matter what, if I want to listen to any part again I'll have to start over again with the song. I even tired to update it but no change.I hate this app so much now😤. It's the same thing again even after I have updated it 2 times.🤬",,,
20-Mar-24,Rated 4 stars out of five stars,"I have to address a very big issue, and that's the lack of features with the free spotify plan. It simply feels like they are almost forcing you to buy the premium plan, the amount of ads you get shown. three 30 second ads and two 15 second ads. you only get 6 skips per hour, with the inability to peak at the next song (in the free plan), it feels cruel at times. I have premium, and I dread the experience of ever losing my subscription. The free plan is truly crippling and miserable.",,,
20-Mar-24,Rated 3 stars out of five stars,"Overall it's ok. My major complaint is that the thumbs up/down feature regarding commercials doesn't work. There have been a couple commercial I thumbed down because I found the content offensive, and yet they played over and over and over. Why give me an option to thumb it down if you aren't going to respond to it? Frustrating!",,,
20-Mar-24,Rated 3 stars out of five stars,"It really needs a ""shuffle all library"" feature for artists you follow. Making playlists to include what you want is daunting and involves too much micromanaging if you listen to multiple genres. The DJ was kind of getting to this but the narrator is annoying and eventually (surprising quickly) it circles back to the exact same songs",,,
20-Mar-24,Rated 2 stars out of five stars,"New update is terrible. You used to be able to see an entire row of choices in a category. Now it shows one tile. Browsing new music or recommended playlist is tedious. Update: Oh no! The app got worse, I'm getting ads pushed to my home page. Trevor Noah sucks but spotify REALLY wants someone to listen to him.",,,
20-Mar-24,Rated 1 stars out of five stars,"You only get 6 skips per hour, and you have a limit of tapping a song of your choice if you have no premium. Basically, it's like forcing you to go premium with no hassle. It's a headache, a nuisance. I would do you a 0 star or lesser than that, if I actually could. It's now utterly useless if you'd like to choose your song of your choice with no disturbance of the utter disgrace and the sheer green button I see daily of the ""Get Premium"" on your screen. I like the Spotify before this nonsense.",,,
20-Mar-24,Rated 3 stars out of five stars,"Seems that the like song feature has been removed. The last update seemed to have removed this ability from the app. Before you were able to search a song, tap on the 3 dots to the far right of the song, a drop down menu shows up and the very first feature should be like song. It has been removed, the only way to like a song is to play that song then while it is playing you can like the song. Please fix this feature and add it back.",,,
20-Mar-24,Rated 1 stars out of five stars,"Horrible app... Idek where to start, A music app that doesn't let you play the music you wanna listen to and won't let you skip more than 6 times per hour? It forces you to pay 11 euros every month for a feature you have for free on other apps. Ads are 3 times louder than the music itself (personally I listen at a very loud volume setting with headphones) my ears and head hurt every time I get an ad (which is not in a 30 minute interval like they say BTW) Best to just avoid this app honestly",,,
20-Mar-24,Rated 1 stars out of five stars,"I was premium for years but the quality has declined to lowest available. It was great but they've honestly removed EVERY function of worth. Still no way to shuffle all. No more daily or custom Playlists. Cant even browse for music anymore as they've removed SCROLLING. In fact, No more real home page content at all. Just fullscreen icons that merely function as thumbnails. ANY other app is better for music. It's now just a clunkier tiktok. Oh, Now less reliable and more repetitive algorithm too",,,
20-Mar-24,Rated 3 stars out of five stars,Spotify do better! You still gonna make me listen to sounds that aren't on my playlist? I'll choose a sound that I want to litesn to and press play to hear a completely different song playing. I HATE THAT. And you be playing my sounds in random order but you have to pay for that same feature in premium. But guess what I don't like that. From now on I'll be using my laptop to listen to music because it gives me my music how I like it.,,,
20-Mar-24,Rated 1 stars out of five stars,"The music selection is great, but the app often says there is no Internet connection when there is, doesn't display all features sometimes, runs slow and generally makes me angry almost every day. This is a more recent thing. Fix it.",,,
20-Mar-24,Rated 4 stars out of five stars,"it's great pretty much perfect as can be, but can you bring the heart feature back? I like the new thing, it's easier to add to songs to playlists, but it's a bit of an inconvenience to press the ""Add to Playlist"" button to add/remove a song to my liked songs. maybe integrate both onto the song page? please and thank you - coming from a premium and paying customer",,,
